檔案名稱,分類,財產編號,登錄號分號,財產名稱,原始價值,數量,帳面價值,使用年限,購置日期
N04海工_111學年度財務報告.pdf,,6080501,000173,AHD4 合 1 攝影機,"2,300",1,"2,300",5,110/06/03
N04海工_111學年度財務報告.pdf,,6080501,000174,AHD4 合 1 攝影機,"2,300",1,"2,300",5,110/06/03
N04海工_111學年度財務報告.pdf,,6080501,000175,AHD4 合 1 攝影機,"2,300",1,"2,300",5,110/06/03
N04海工_111學年度財務報告.pdf,,6080501,000186,超廣角彩色攝影機,"3,600",1,"3,600",5,110/12/21
N04海工_111學年度財務報告.pdf,,6080501,000187,室外型槍型-攝影機,"2,700",1,"2,700",5,110/12/21
N04海工_111學年度財務報告.pdf,2.購置財產,04607-0206~08,,32格工作櫃,"30,000",3,,5,105/09/19
N04海工_111學年度財務報告.pdf,2.購置財產,4607-0309,,遊戲器材,"120,000",1,,5,105/09/30
N04海工_111學年度財務報告.pdf,2.購置財產,4607-0511,,影印機,"32,970",1,,5,106/03/02
N04海工_111學年度財務報告.pdf,2.購置財產,4607-0601,,百葉棉被櫃,"12,500",1,,5,106/03/25
N04海工_111學年度財務報告.pdf,2.購置財產,4607-0418,,高溫消毒櫃四層,"20,000",1,,5,106/04/18
N04海工_111學年度財務報告.pdf,2.購置財產,4607-0914,,不銹鋼冷凍櫃,"30,818",1,,5,106/09/15
N04海工_111學年度財務報告.pdf,2.購置財產,4607-0822,,投影機,"10,395",1,,5,108/08/22
N04海工_111學年度財務報告.pdf,2.購置財產,467-0720,,無限擴音機,"31,500",1,,8,109/07/20
N04海工_111學年度財務報告.pdf,2.購置財產,4607-0601,,ASUS 電腦,"28,000",1,,3,110/06/01
N04海工_111學年度財務報告.pdf,2.購置財產,,,,,,,,
