檔案名稱,頁碼,報告學年度,科目,金額,原始年度標示
N04海工_111學年度財務報告.pdf,6,111學年度,教保費收入,"6,214,320",111
N04海工_111學年度財務報告.pdf,6,111學年度,教保費收入減項,"(33,835)",111
N04海工_111學年度財務報告.pdf,6,111學年度,延後托育收入淨額,"332,867",111
N04海工_111學年度財務報告.pdf,6,111學年度,利息收入,"32,860",111
N04海工_111學年度財務報告.pdf,6,111學年度,其他收入,"1,219,083",111
N04海工_111學年度財務報告.pdf,6,111學年度,收入合計,"7,765,295",111
N04海工_111學年度財務報告.pdf,6,111學年度,人事費,"4,018,956",111
N04海工_111學年度財務報告.pdf,6,111學年度,業務費,"375,935",111
N04海工_111學年度財務報告.pdf,6,111學年度,材料費,"1,040,430",111
N04海工_111學年度財務報告.pdf,6,111學年度,維護費,"85,436",111
N04海工_111學年度財務報告.pdf,6,111學年度,修繕購置費,"166,999",111
N04海工_111學年度財務報告.pdf,6,111學年度,雜支,"22,233",111
N04海工_111學年度財務報告.pdf,6,111學年度,行政管理費,"90,012",111
N04海工_111學年度財務報告.pdf,6,111學年度,業務發展費,"480,000",111
N04海工_111學年度財務報告.pdf,6,111學年度,延後托育支出,"180,909",111
N04海工_111學年度財務報告.pdf,6,111學年度,其他支出,"1,219,083",111
N04海工_111學年度財務報告.pdf,6,111學年度,支出合計,"7,679,993",111
N04海工_111學年度財務報告.pdf,6,111學年度,本期稅前餘絀,"85,302",111
N04海工_111學年度財務報告.pdf,6,111學年度,所得稅費用,-,111
N04海工_111學年度財務報告.pdf,6,111學年度,本期稅後餘絀,"85,302",111
