檔案名稱,報告學年度,項目,預算數,決算數,差異數,差異率,預決算檢查結果
N04海工_111學年度財務報告.pdf,111學年度,收入,"$ 6,409,440","$ 7,765,295","$ 1,355,855",121,
N04海工_111學年度財務報告.pdf,111學年度,教保費收入淨額,"6,409,440","6,180,485","(228,955)",96,
N04海工_111學年度財務報告.pdf,111學年度,教保費收入,"6,409,440","6,214,320","(195,120)",97,
N04海工_111學年度財務報告.pdf,111學年度,教保費收入 (家長繳費),"1,440,000","990,000","(450,000)",69,
N04海工_111學年度財務報告.pdf,111學年度,教保費收入 (政府學費差額補助),"4,969,440","5,224,320","254,880",105,
N04海工_111學年度財務報告.pdf,111學年度,教保費收入減項,-,"(33,835)","(33,835)",,
N04海工_111學年度財務報告.pdf,111學年度,五日未上課退費,-,"(33,835)","(33,835)",,
N04海工_111學年度財務報告.pdf,111學年度,轉學/轉出退費,-,-,-,,
N04海工_111學年度財務報告.pdf,111學年度,延後托育收入淨額,-,"332,867","332,867",,
N04海工_111學年度財務報告.pdf,111學年度,延後托育收入淨額,-,"332,867","332,867",,
N04海工_111學年度財務報告.pdf,111學年度,延後托育收入,-,"337,200","337,200",,
N04海工_111學年度財務報告.pdf,111學年度,延後托育收入退費,-,"(4,333)","(4,333)",,
N04海工_111學年度財務報告.pdf,111學年度,利息收入,-,"32,860","32,860",,
N04海工_111學年度財務報告.pdf,111學年度,其他收入,-,"1,219,083","1,219,083",,
N04海工_111學年度財務報告.pdf,111學年度,支出,"6,464,491","7,679,993","1,215,502",119,
N04海工_111學年度財務報告.pdf,111學年度,人事費,"4,663,319","4,018,956","(644,363)",86,
N04海工_111學年度財務報告.pdf,111學年度,園長及教保服務人員薪資(含職務加給),"2,702,295","2,551,468","(150,827)",94,
N04海工_111學年度財務報告.pdf,111學年度,會計、總務、廚工、清潔薪資,"846,125","800,536","(45,589)",95,
N04海工_111學年度財務報告.pdf,111學年度,加班費,"352,212","85,669","(266,543)",24,
N04海工_111學年度財務報告.pdf,111學年度,勞、健保費,"419,532","354,816","(64,716)",85,
N04海工_111學年度財務報告.pdf,111學年度,保險費,"7,000","6,860",(140),98,
N04海工_111學年度財務報告.pdf,111學年度,勞退金提撥,"193,536","182,192","(11,344)",94,
N04海工_111學年度財務報告.pdf,111學年度,自強活動,"7,000","10,130","3,130",145,
N04海工_111學年度財務報告.pdf,111學年度,健康檢查,"7,000","1,000","(6,000)",14,
N04海工_111學年度財務報告.pdf,111學年度,代課費及廚工代班費,"102,334",-,"(102,334)",-,
N04海工_111學年度財務報告.pdf,111學年度,資遣費,"26,285","26,285",-,100,
N04海工_111學年度財務報告.pdf,111學年度,業務費,"566,000","375,935","(190,065)",66,
N04海工_111學年度財務報告.pdf,111學年度,活動費,"75,000","89,085","14,085",119,
N04海工_111學年度財務報告.pdf,111學年度,研習、進修,"14,000",-,"(14,000)",-,
N04海工_111學年度財務報告.pdf,111學年度,水費,"20,000","6,903","(13,097)",35,
