檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N09安興_110學年度財務報告.pdf,5,流動資產,,資產,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,現金及銀行存款,"$ 3,960,631",資產,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,應收帳款淨額,"214,660",資產,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,流動資產合計,"4,175,291",資產,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,非流動資產,,資產,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,資遣費準備金,"106,022",資產,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,業務發展準備金,"2,000,000",資產,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,代管財產,"1,416,752",資產,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,購置財產,"126,700",資產,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,存出保證金,-,資產,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,非流動資產合計,"3,649,474",資產,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,資產總計,"$ 7,824,765",資產,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,流動負債,,負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,應付帳款,"$ 114,851",負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,其他應付款,"1,228,124",負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,預收款項,"1,383,480",負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,流動負債合計,"2,726,455",負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,非流動負債,,負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,資遣費準備,"106,022",負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,業務發展準備金,"2,000,000",負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,應付代管財產,"1,416,752",負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,應付購置財產,"126,700",負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,非流動負債合計,"3,649,474",負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,負債總額,"6,375,929",負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,餘絀,,負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,累積餘絀,"840,053",負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,本期餘絀,"608,783",負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,餘絀總額,"1,448,836",負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,負債及餘絀總計,"$ 7,824,765",負債及淨值,110學年度,本年度,111年7月31日
N09安興_110學年度財務報告.pdf,5,流動資產,,資產,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,現金及銀行存款,"$ 3,345,960",資產,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,應收帳款淨額,-,資產,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,流動資產合計,"3,345,960",資產,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,非流動資產,,資產,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,資遣費準備金,"76,980",資產,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,業務發展準備金,"1,180,000",資產,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,代管財產,"1,067,292",資產,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,購置財產,"97,800",資產,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,存出保證金,"3,600",資產,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,非流動資產合計,"2,425,672",資產,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,資產總計,"$ 5,771,632",資產,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,流動負債,,負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,應付帳款,"$ 417,795",負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,其他應付款,"798,232",負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,預收款項,"1,293,480",負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,流動負債合計,"2,509,507",負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,非流動負債,,負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,資遣費準備,"76,980",負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,業務發展準備金,"1,180,000",負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,應付代管財產,"1,067,292",負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,應付購置財產,"97,800",負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,非流動負債合計,"2,422,072",負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,負債總額,"4,931,579",負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,餘絀,,負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,累積餘絀,"680,997",負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,本期餘絀,"159,056",負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,餘絀總額,"840,053",負債及淨值,109學年度,前一年度,110年7月31日
N09安興_110學年度財務報告.pdf,5,負債及餘絀總計,"$ 5,771,632",負債及淨值,109學年度,前一年度,110年7月31日
