檔案名稱,項目,111學年度預算數,111學年度決算數,111學年度決算與預算差異,111學年度執行率,110學年度預算數,110學年度決算數,110學年度決算與預算差異,110學年度執行率
N03龍埔成長_111學年度財務報告.pdf,水費,"26,000","23,178","(2,822)",89,"26,000","26,102",102,100
N03龍埔成長_111學年度財務報告.pdf,電費,"90,000","59,969","(30,031)",67,"90,000","60,735","(29,265)",67
N03龍埔成長_111學年度財務報告.pdf,瓦斯費,"32,000","17,300","(14,700)",54,"32,000","20,900","(11,100)",65
N03龍埔成長_111學年度財務報告.pdf,保全,"60,000","60,000",,100,"60,000","60,000",,100
N03龍埔成長_111學年度財務報告.pdf,辦公文具,"18,000","9,685","(8,315)",54,"18,000","15,655","(2,345)",87
N03龍埔成長_111學年度財務報告.pdf,事務機器耗材,"60,000","45,675","(14,325)",76,"60,000","46,509","(13,491)",78
N03龍埔成長_111學年度財務報告.pdf,電話費(含網路),"45,000","28,310","(16,690)",63,"45,000","26,726","(18,274)",59
N03龍埔成長_111學年度財務報告.pdf,郵資,"7,200","3,698","(3,502)",51,"7,200","5,318","(1,882)",74
N03龍埔成長_111學年度財務報告.pdf,文宣費(一般文宣),"10,000","2,450","(7,550)",25,"10,000","4,385","(5,615)",44
N03龍埔成長_111學年度財務報告.pdf,文宣費(圖刊),"27,500","11,770","(15,730)",43,"27,500","11,755","(15,745)",43
N03龍埔成長_111學年度財務報告.pdf,攝影照片,"9,000","2,190","(6,810)",24,"9,000","1,500","(7,500)",17
N03龍埔成長_111學年度財務報告.pdf,園務特支,"39,000","38,997",(3),100,"39,000","38,352",(648),98
N03龍埔成長_111學年度財務報告.pdf,差旅費,"20,000",,"(20,000)",,"20,000",,"(20,000)",
N03龍埔成長_111學年度財務報告.pdf,材料費,"1,401,300","1,198,211","(203,089)",86,"1,401,300","1,126,043","(275,257)",80
N03龍埔成長_111學年度財務報告.pdf,教保材料費,"216,000","116,891","(99,109)",54,"216,000","98,732","(117,268)",46
N03龍埔成長_111學年度財務報告.pdf,日常消耗用品,"54,000","46,841","(7,159)",87,"54,000","53,915",(85),100
N03龍埔成長_111學年度財務報告.pdf,藥品費,"6,300","5,628",(672),89,"6,300","4,522","(1,778)",72
N03龍埔成長_111學年度財務報告.pdf,餐點費,"1,125,000","1,028,851","(96,149)",91,"1,125,000","968,874","(156,126)",86
N03龍埔成長_111學年度財務報告.pdf,維護費,"118,000","104,079","(13,921)",88,"118,000","87,399","(30,601)",74
N03龍埔成長_111學年度財務報告.pdf,修繕費,"85,000","76,343","(8,657)",90,"85,000","59,663","(25,337)",70
N03龍埔成長_111學年度財務報告.pdf,園舍消毒、清潔,"25,000","25,000",,100,"25,000","25,000",,100
N03龍埔成長_111學年度財務報告.pdf,火險,"8,000","2,736","(5,264)",34,"8,000","2,736","(5,264)",34
N03龍埔成長_111學年度財務報告.pdf,修繕購置費,"126,000","125,945",(55),100,"126,000","126,641",641,101
N03龍埔成長_111學年度財務報告.pdf,雜支,"33,762","15,014","(18,748)",44,"33,762","18,301","(15,461)",54
N03龍埔成長_111學年度財務報告.pdf,行政管理費,"117,840","117,840",,100,"117,840","117,840",,100
N03龍埔成長_111學年度財務報告.pdf,業務發展費,,"1,000,000","1,000,000",,,"98,000","98,000",
N03龍埔成長_111學年度財務報告.pdf,延後托育支出,,"293,111","293,111",,,"289,925","289,925",
N03龍埔成長_111學年度財務報告.pdf,其他支出,,"1,853,498","1,853,498",,,"1,675,731","1,675,731",
N03龍埔成長_111學年度財務報告.pdf,本期稅前餘絀,"(93,452)","351,100","444,552",(376),"80,359","767,673","687,314",955
N03龍埔成長_111學年度財務報告.pdf,所得稅費用,,,,,,,,
N03龍埔成長_111學年度財務報告.pdf,本期稅後餘絀,"$(93,452)","$ 351,100","$ 444,552",(376),"$ 80,359","$ 767,673","$ 687,314",955
