檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N03龍埔成長_111學年度財務報告.pdf,5,流動資產,,資產,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,現金及銀行存款,"$ 6,310,506",資產,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,應收帳款淨額,"80,339",資產,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,其他應收款,"73,304",資產,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,預付款項,"65,120",資產,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,其他流動資產,"3,533",資產,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,流動資產合計,"6,532,802",資產,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,非流動資產,,資產,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,資遣費準備金,"326,901",資產,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,業務發展準備金,"3,536,501",資產,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,代管財產,"187,464",資產,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,購置財產,"558,564",資產,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,存出保證金,"7,200",資產,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,非流動資產合計,"4,616,630",資產,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,資產總計,"$ 11,149,432",資產,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,流動負債,,負債及淨值,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,應付票據,"$ 394,942",負債及淨值,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,應付帳款,"574,901",負債及淨值,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,其他應付款,"759,925",負債及淨值,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,預收款項,"2,164,292",負債及淨值,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,其他流動負債,-,負債及淨值,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,流動負債合計,"3,894,060",負債及淨值,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,非流動負債,,負債及淨值,111學年度,本年度,112年7月31日
N03龍埔成長_111學年度財務報告.pdf,5,資遣費準備,"326,901",負債及淨值,111學年度,本年度,112年7月31日
