檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N08鷺江_113學年度財務報告.pdf,5,負債及餘絀總計,"17,541,054",負債及淨值,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,應付帳款,"2,357",負債及淨值,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,其他應付款,"715,973",負債及淨值,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,預收款項,"2,696,859",負債及淨值,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,其他流動負債,"86,997",負債及淨值,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,流動負債合計,"3,502,186",負債及淨值,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,資遣費準備,"290,996",負債及淨值,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,業務發展準備,"9,280,497",負債及淨值,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,應付代管財產,"1,079,110",負債及淨值,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,應付購置財產,"351,143",負債及淨值,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,非流動負債合計,"11,001,746",負債及淨值,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,負債總額,"14,503,932",負債及淨值,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,累積餘絀,"2,202,977",負債及淨值,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,本期餘絀,"(81,275)",負債及淨值,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,餘絀總額,"2,121,702",負債及淨值,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,負債及餘絀總計,"16,625,634",負債及淨值,112學年度,前一年度,113年7月31日
