檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N08鷺江_113學年度財務報告.pdf,5,現金及銀行存款,"4,356,499",資產,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,應收帳款淨額,"22,340",資產,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,其他應收款,"59,824",資產,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,流動資產合計,"4,438,663",資產,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,資遣費準備金,"342,271",資產,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,業務發展準備金,"11,525,647",資產,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,代管財產,"803,020",資產,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,購置財產,"428,453",資產,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,存出保證金,"3,000",資產,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,非流動資產合計,"13,102,391",資產,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,資產總計,"17,541,054",資產,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,現金及銀行存款,"5,361,714",資產,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,應收帳款淨額,"23,836",資產,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,其他應收款,"235,338",資產,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,流動資產合計,"5,620,888",資產,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,資遣費準備金,"290,996",資產,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,業務發展準備金,"9,280,497",資產,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,代管財產,"1,079,110",資產,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,購置財產,"351,143",資產,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,存出保證金,"3,000",資產,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,非流動資產合計,"11,004,746",資產,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,資產總計,"16,625,634",資產,112學年度,前一年度,113年7月31日
N08鷺江_113學年度財務報告.pdf,5,應付帳款,"1,315",負債及淨值,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,其他應付款,"842,780",負債及淨值,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,預收款項,"2,149,620",負債及淨值,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,其他流動負債,"91,906",負債及淨值,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,流動負債合計,"3,085,621",負債及淨值,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,資遣費準備,"342,271",負債及淨值,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,業務發展準備,"11,525,647",負債及淨值,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,應付代管財產,"803,020",負債及淨值,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,應付購置財產,"428,453",負債及淨值,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,非流動負債合計,"13,099,391",負債及淨值,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,負債總額,"16,185,012",負債及淨值,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,累積餘絀,"2,121,702",負債及淨值,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,本期餘絀,"(765,660)",負債及淨值,113學年度,本年度,114年7月31日
N08鷺江_113學年度財務報告.pdf,5,餘絀總額,"1,356,042",負債及淨值,113學年度,本年度,114年7月31日
