檔案名稱,項目,113學年度預算數,113學年度決算數,113學年度決算與預算差異,113學年度執行率,112學年度預算數,112學年度決算數,112學年度決算與預算差異,112學年度執行率
N08鷺江_113學年度財務報告.pdf,收入,"11,524,800","15,523,274","3,998,474",135,"11,740,560","16,561,545","4,820,985",141
N08鷺江_113學年度財務報告.pdf,教保費收入淨額,"11,524,800","11,426,888","(97,912)",99,"11,740,560","11,230,949","(509,611)",96
N08鷺江_113學年度財務報告.pdf,教保費收入,"11,524,800","11,529,155","4,355",100,"11,740,560","11,397,036","(343,524)",97
N08鷺江_113學年度財務報告.pdf,教保費收入(家長繳費),"2,400,000","1,199,155","(1,200,845)",50,"2,544,000","1,353,826","(1,190,174)",53
N08鷺江_113學年度財務報告.pdf,教保費收入(政府學費差額補助),"9,124,800","10,330,000","1,205,200",113,"9,196,560","10,043,210","846,650",109
N08鷺江_113學年度財務報告.pdf,教保費收入減項,,"(102,267)","(102,267)",,,"(166,087)","(166,087)",
N08鷺江_113學年度財務報告.pdf,五日未上課退費,,"(47,987)","(47,987)",,,"(74,411)","(74,411)",
N08鷺江_113學年度財務報告.pdf,腸病毒退費,,"(45,053)","(45,053)",,,"(66,255)","(66,255)",
N08鷺江_113學年度財務報告.pdf,轉學/轉出退費,,,,,,,,
N08鷺江_113學年度財務報告.pdf,政府學費差額補助退費,,"(9,227)","(9,227)",,,"(25,421)","(25,421)",
N08鷺江_113學年度財務報告.pdf,延長照顧服務收入淨額,,"178,000","178,000",,,"219,505","219,505",
N08鷺江_113學年度財務報告.pdf,延長照顧服務收入淨額,,"178,000","178,000",,,"219,505","219,505",
N08鷺江_113學年度財務報告.pdf,延長照顧服務收入,,"185,105","185,105",,,"229,900","229,900",
N08鷺江_113學年度財務報告.pdf,延長照顧服務收入退費,,"(7,105)","(7,105)",,,"(10,395)","(10,395)",
N08鷺江_113學年度財務報告.pdf,利息收入,,"178,840","178,840",,,"107,460","107,460",
N08鷺江_113學年度財務報告.pdf,其他收入,,"3,739,546","3,739,546",,,"5,003,631","5,003,631",
N08鷺江_113學年度財務報告.pdf,支出,"12,209,294","16,288,934","4,079,640",133,"11,836,824","16,642,820","4,805,996",141
N08鷺江_113學年度財務報告.pdf,人事費,"9,054,090","7,810,400","(1,243,690)",86,"8,837,758","6,549,857","(2,287,901)",74
N08鷺江_113學年度財務報告.pdf,園長及教保服務人員薪資(含職務加給),"5,684,715","5,087,722","(596,993)",89,"5,545,665","4,376,320","(1,169,345)",79
N08鷺江_113學年度財務報告.pdf,學前特教師、社工人員、護理人員薪資,,"40,480","40,480",,,,,
N08鷺江_113學年度財務報告.pdf,會計、總務、廚工、清潔薪資,"1,237,519","1,174,551","(62,968)",95,"1,216,661","1,009,341","(207,320)",83
N08鷺江_113學年度財務報告.pdf,加班費,"687,024","146,791","(540,233)",21,"671,268","91,992","(579,276)",14
N08鷺江_113學年度財務報告.pdf,勞、健保費,"820,353","757,082","(63,271)",92,"801,401","642,871","(158,530)",80
N08鷺江_113學年度財務報告.pdf,保險費,"13,000","21,836","8,836",168,"13,000","22,485","9,485",173
N08鷺江_113學年度財務報告.pdf,勞退金提撥,"369,180","352,330","(16,850)",95,"360,648","300,710","(59,938)",83
N08鷺江_113學年度財務報告.pdf,自強活動,"13,000","13,000",,100,"13,000","12,000","(1,000)",92
N08鷺江_113學年度財務報告.pdf,健康檢查,"13,000","10,220","(2,780)",79,"1,000","1,442",442,144
