檔案名稱,分類,財產編號,登錄號分號,財產名稱,原始價值,數量,帳面價值,使用年限,購置日期
N08鷺江_113學年度財務報告.pdf,代管財產,301051624-000011,,多翼式抽風機,"$ 34,000",1,"$ 3,145",8,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,3070114253-000001,,三槽式-不鏽鋼水槽工作台,"13,130",1,131,5,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,311010123-000003,,BMI 身高體重計(可收式身高尺),"18,000",1,"8,496",5,111/04/12
N08鷺江_113學年度財務報告.pdf,代管財產,314010103-000924,,華碩-筆記型電腦,"25,000",1,250,4,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,314010103-000926,,華碩桌上型電腦,"21,950",1,220,4,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,314010103-001211,,AsusX515 筆記型電腦,"33,275",1,"11,314",4,111/04/19
N08鷺江_113學年度財務報告.pdf,代管財產,314010103-001212,,AsusX515 筆記型電腦,"28,550",1,"9,707",4,111/04/19
N08鷺江_113學年度財務報告.pdf,代管財產,314010103-001213,,AsusX515 筆記型電腦,"28,550",1,"9,707",4,111/04/19
N08鷺江_113學年度財務報告.pdf,代管財產,314030813-000008,,數位相機佳能 G9X,"16,500",1,165,5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,314030817-000092,,投影機(含無線轉接器、基地台等),"56,489",1,"27,595",5,111/05/04
N08鷺江_113學年度財務報告.pdf,代管財產,405020201-000001,,萬國總機系統,"45,000",1,450,5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,405020802-000002,,對講機(含門口機、話機、擴充卡等),"25,400",1,"9,160",4,111/05/04
N08鷺江_113學年度財務報告.pdf,代管財產,405030310-000002,,擴音機嘉強 MA-707,"25,000",1,"2,312",8,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,405030325-000042,,無線麥克風組(含擴大機、喇叭等),"43,600",1,"30,561",8,111/07/06
N08鷺江_113學年度財務報告.pdf,代管財產,405030407-000001,,消磁版,"18,000",1,180,3,102/10/24
N08鷺江_113學年度財務報告.pdf,代管財產,405040214-000003,,海康-4路高清監控系統(一組),"34,000",1,"3,145",8,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501010521-000150,,液晶投影機 XGA,"19,000",1,"1,758",8,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501010521-000151,,液晶投影機 XGA,"19,000",1,"1,758",8,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501010603-000088,,變頻分離式-1對1,"43,810",1,"8,470",9,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501010603-000089,,變頻分離式-1對1,"43,810",1,"8,470",9,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501010603-000090,,變頻分離式-1對1,"43,810",1,"8,470",9,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501010603-000091,,變頻分離式-1對1,"43,810",1,"8,470",9,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501010603-000092,,變頻分離式-1對1,"43,810",1,"8,470",9,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501010603-000093,,變頻分離式-1對1,"43,810",1,"8,470",9,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501010603-000094,,變頻分離式-1對1,"43,810",1,"8,470",9,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501010603-000095,,變頻分離式-1對1,"43,810",1,"8,470",9,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501010603-000096,,變頻分離式-1對1,"43,810",1,"8,470",9,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501010603-000097,,變頻分離式-1對1,"43,810",1,"8,470",9,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501010603-000098,,變頻分離式-1 對 1,"43,810",1,"8,470",9,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501010603-000099,,變頻分離式-1 對 1,"43,810",1,"8,470",9,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501010603-000100,,變頻分離式-1 對 1,"43,810",1,"8,470",9,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501010701A-000010,,冰箱 PanasonicNR-B426GV,"17,589",1,176,4,106/07/31
N08鷺江_113學年度財務報告.pdf,代管財產,501010706-000001,,冷凍庫不鏽鋼,"28,000",1,"2,590",8,106/08/10
N08鷺江_113學年度財務報告.pdf,代管財產,501011007-000001,,瓦斯飯鍋(一組 2個),"13,000",1,130,5,106/08/10
N08鷺江_113學年度財務報告.pdf,代管財產,501011017-000001,,單口湯爐(自動點火),"15,319",1,153,3,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501011017-000002,,快速爐(自動點火)-雙口瓦斯爐,"21,884",1,219,3,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501011019-000046,,賀眾牌-冰溫熱三用,"42,000",1,420,3,106/07/20
N08鷺江_113學年度財務報告.pdf,代管財產,501011019-000048,,飲水機 UW-10000A-220V,"16,194",1,"2,389",3,111/05/10
N08鷺江_113學年度財務報告.pdf,代管財產,501011040-000001,,開水機 30 加侖,"26,261",1,263,3,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501011066A-000001,,濾網式濾油煙罩,"43,768",1,"11,993",10,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501030101B-000014,,倒圓角幼童桌(一組),"12,071",1,121,5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030101B-000015,,倒圓角幼童桌(一組),"12,071",1,121,5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030101B-000016,,倒圓角幼童桌(一組),"12,071",1,121,5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030201-000037,,教具櫃-四格櫃(一組),"11,171",1,"3,060",10,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030201-000038,,教具櫃-四格櫃(一組),"11,171",1,"3,060",10,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030201-000039,,教具櫃-十格櫃(一組),"14,508",1,"3,976",10,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030201-000040,,教具櫃-十格櫃(一組),"14,508",1,"3,976",10,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030201-000041,,教具櫃-三格櫃(一組),"10,881",1,"2,982",10,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030201-000042,,教具櫃-三格櫃(一組),"10,881",1,"2,982",10,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030201-000043,,教具櫃-三格櫃(一組),"10,881",1,"2,982",10,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030201-000044,,低直立書櫃(一組),"13,202",1,"3,617",10,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030301B-000011,,立式矮櫥櫃,"13,130",1,131,5,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501030301B-000012,,立式矮櫥櫃,"13,130",1,131,5,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,501030402-000003,,幼童椅(一組),"14,210",1,142,5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030402-000004,,幼童椅(一組),"14,210",1,142,5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030402-000005,,幼童椅(一組),"14,210",1,142,5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030608-000001,,餐具消毒櫃,"55,000",1,550,5,106/08/10
N08鷺江_113學年度財務報告.pdf,代管財產,501030729A-000001,,招牌看板,"46,800",1,"22,862",5,111/05/04
N08鷺江_113學年度財務報告.pdf,代管財產,501030803-000001,,體能器材教具,"78,299",1,783,5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030803-000002,,感統教具,"41,287",1,413,5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030803-000003,,益智教具,"95,924",1,959,5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,501030803-000004,,積木教具,"74,404",1,744,5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,502020315-000002,,210*200 橫拉式大門(正大門),"36,388",1,"9,971",10,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,502020315-000003,,110*200 推開式大門(側門),"20,532",1,"5,625",10,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,502020315-000004,,不鏽鋼塑木格柵管制制門,"134,064",1,"36,734",10,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,502020315-000005,,不鏽鋼塑木格柵管制制門,"127,984",1,"35,068",10,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,502020315-000006,,不鏽鋼塑木格柵管制制門,"65,432",1,"17,927",10,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,502020315-000007,,不鏽鋼塑木格柵管制制門,"156,259",1,"42,815",10,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,502020315-000008,,不鏽鋼塑木格柵管制制門,"78,100",1,"21,399",10,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,5030990-000002,,組合式體能遊具,"47,570",1,"5,709",3,111/04/14
N08鷺江_113學年度財務報告.pdf,代管財產,5030990-000002,,球形屋,"30,000",1,"3,600",3,111/04/14
N08鷺江_113學年度財務報告.pdf,代管財產,5030990-000004,,遊具-原木綁繩區,"15,750",1,"4,056",3,111/09/01
N08鷺江_113學年度財務報告.pdf,代管財產,5030990-000005,,遊具-三角小木屋,"73,080",1,"18,818",3,111/09/01
N08鷺江_113學年度財務報告.pdf,代管財產,6010705-000018,,三層塑膠手推車,"2,600",1,"2,600",3,106/07/25
N08鷺江_113學年度財務報告.pdf,代管財產,6011008-000001,,鐵捲門,"8,754",1,"8,754",5,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,6011229-000063,,手提 CD 音響國際牌,"2,450",1,"2,450",5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6011408-000034,,上升式銀幕(布幕),"4,800",1,"4,800",6,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6030103-000001,,單口快炒爐,"8,754",1,"8,754",3,106/08/02
N08鷺江_113學年度財務報告.pdf,代管財產,6030303-000001,,不鏽鋼蒸籠,"2,400",1,"2,400",2,106/07/25
N08鷺江_113學年度財務報告.pdf,代管財產,6040212-000002,,不鏽鋼湯鍋,"1,350",1,"1,350",2,106/07/25
N08鷺江_113學年度財務報告.pdf,代管財產,6040212-000003,,平底鍋,"1,000",1,"1,000",2,106/07/25
N08鷺江_113學年度財務報告.pdf,代管財產,6040213-000001,,不鏽鋼湯桶,"2,800",1,"2,800",3,106/07/25
N08鷺江_113學年度財務報告.pdf,代管財產,6040213-000002,,不鏽鋼湯桶,"2,800",1,"2,800",3,106/07/25
N08鷺江_113學年度財務報告.pdf,代管財產,6050102-000001,,健康中心-床墊,"1,800",1,"1,800",2,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6070201-000008,,木紋辦公桌,"2,900",1,"2,900",5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6070201-000009,,木紋辦公桌,"2,900",1,"2,900",5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6070201-000010,,木紋辦公桌,"3,150",1,"3,150",5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6070202-000209,,中背扶手辦公椅,"1,500",1,"1,500",5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6070202-000210,,中背扶手辦公椅,"1,500",1,"1,500",5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6070202-000211,,中背扶手辦公椅,"1,500",1,"1,500",5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6070202-000212,,高背扶手辦公椅,"1,800",1,"1,800",5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6070202-000213,,二代幼童椅(一組 20 張),"7,200",1,"7,200",5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6070210-000012,,塑鋼折合桌,"1,800",1,"1,800",5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6070210-000013,,塑鋼折合桌,"1,800",1,"1,800",5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6070210-000014,,塑鋼折合桌,"1,800",1,"1,800",5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6070210-000015,,塑鋼折合桌,"1,800",1,"1,800",5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6070214-000001,,健康中心-床,"5,000",1,"5,000",5,106/08/07
N08鷺江_113學年度財務報告.pdf,代管財產,6070217-000001,,工作台 1000*300*800,"5,690",1,"5,690",5,106/08/02
