檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N05漢翔_110學年度財務報告.pdf,5,現金及銀行存款,"$ 4,227,113",資產,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,應收帳款淨額,675,資產,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,其他應收款,"367,937",資產,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,預付款項,"9,450",資產,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,流動資產合計,"4,605,175",資產,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,資遣費準備金,"222,828",資產,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,業務發展準備金,"5,664,300",資產,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,代管財產,"1,440,724",資產,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,購置財產,"338,493",資產,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,存出保證金,"15,000",資產,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,非流動資產合計,"7,681,345",資產,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,資產總計,"$ 12,286,520",資產,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,應付帳款,"$ 17,254",負債及淨值,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,其他應付款,"1,009,356",負債及淨值,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,預收款項,"2,010,759",負債及淨值,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,流動負債合計,"3,037,369",負債及淨值,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,資遣費準備,"222,828",負債及淨值,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,業務發展準備,"5,664,300",負債及淨值,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,應付代管財產,"1,440,724",負債及淨值,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,應付購置財產,"338,493",負債及淨值,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,非流動負債合計,"7,666,345",負債及淨值,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,負債總額,"10,703,714",負債及淨值,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,累積餘絀,"790,799",負債及淨值,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,本期餘絀,"792,007",負債及淨值,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,餘絀總額,"1,582,806",負債及淨值,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,負債及餘絀總計,"$ 12,286,520",負債及淨值,110學年度,本年度,111年7月31日
N05漢翔_110學年度財務報告.pdf,5,現金及銀行存款,"$ 4,005,885",資產,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,應收帳款淨額,270,資產,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,其他應收款,"114,918",資產,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,預付款項,"14,360",資產,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,流動資產合計,"4,135,433",資產,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,資遣費準備金,"182,887",資產,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,業務發展準備金,"4,898,000",資產,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,代管財產,"1,444,703",資產,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,購置財產,"323,268",資產,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,存出保證金,"15,000",資產,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,非流動資產合計,"6,863,858",資產,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,資產總計,"$ 10,999,291",資產,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,應付帳款,"$ 43,297",負債及淨值,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,其他應付款,"1,122,994",負債及淨值,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,預收款項,"2,193,343",負債及淨值,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,流動負債合計,"3,359,634",負債及淨值,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,資遣費準備,"182,887",負債及淨值,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,業務發展準備,"4,898,000",負債及淨值,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,應付代管財產,"1,444,703",負債及淨值,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,應付購置財產,"323,268",負債及淨值,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,非流動負債合計,"6,848,858",負債及淨值,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,負債總額,"10,208,492",負債及淨值,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,累積餘絀,"1,142,977",負債及淨值,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,本期餘絀,"(352,178)",負債及淨值,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,餘絀總額,"790,799",負債及淨值,109學年度,前一年度,110年7月31日
N05漢翔_110學年度財務報告.pdf,5,負債及餘絀總計,"$ 10,999,291",負債及淨值,109學年度,前一年度,110年7月31日
