檔案名稱,項目,110學年度預算數,110學年度決算數,110學年度決算與預算差異,110學年度執行率,109學年度預算數,109學年度決算數,109學年度決算與預算差異,109學年度執行率
N05漢翔_110學年度財務報告.pdf,收入,"$ 9,343,440","$ 11,841,923","$ 2,498,483",127,"$ 9,343,440","$ 9,992,126","$ 648,686",107
N05漢翔_110學年度財務報告.pdf,教保費收入淨額,"9,343,440","8,992,892","(350,548)",96,"9,343,440","8,488,063","(855,377)",91
N05漢翔_110學年度財務報告.pdf,教保費收入,"9,343,440","9,030,884","(312,556)",97,"9,343,440","9,030,766","(312,674)",97
N05漢翔_110學年度財務報告.pdf,教保費收入（家長繳費）,"2,280,000","1,362,000","(918,000)",60,"3,192,000","2,983,134","(208,866)",93
N05漢翔_110學年度財務報告.pdf,教保費收入（政府學費差額補助）,"7,063,440","7,668,884","605,444",109,"6,151,440","6,047,632","(103,808)",98
N05漢翔_110學年度財務報告.pdf,教保費收入減項,,"(37,992)","(37,992)",,,"(542,703)","(542,703)",
N05漢翔_110學年度財務報告.pdf,五日未上課退費,,"(37,992)","(37,992)",,,"(537,453)","(537,453)",
N05漢翔_110學年度財務報告.pdf,轉學/轉出退費,,,,,,"(5,250)","(5,250)",
N05漢翔_110學年度財務報告.pdf,延後托育收入淨額,,"532,950","532,950",,,"408,450","408,450",
N05漢翔_110學年度財務報告.pdf,延後托育收入淨額,,"532,950","532,950",,,"408,450","408,450",
N05漢翔_110學年度財務報告.pdf,延後托育收入,,"532,950","532,950",,,"408,450","408,450",
N05漢翔_110學年度財務報告.pdf,利息收入,"3,836",,"3,836",,,"2,470","2,470",
N05漢翔_110學年度財務報告.pdf,其他收入,,"2,312,245","2,312,245",,,"1,093,143","1,093,143",
N05漢翔_110學年度財務報告.pdf,支出,"9,263,359","11,009,882","1,746,523",119,"9,072,723","10,331,296","1,258,573",114
N05漢翔_110學年度財務報告.pdf,人事費,"7,006,576","5,862,148","(1,144,428)",84,"6,815,940","5,793,497","(1,022,443)",85
N05漢翔_110學年度財務報告.pdf,園長及教保服務人員薪資（含職務加給）,"3,693,101","3,411,215","(281,886)",92,"3,595,766","3,290,693","(305,073)",92
N05漢翔_110學年度財務報告.pdf,學前特教師、社工人員、護理人員薪資,"488,835","381,073","(107,762)",78,"474,930","421,898","(53,032)",89
N05漢翔_110學年度財務報告.pdf,會計、總務、廚工、清潔薪資,"1,210,114","991,546","(218,568)",82,"1,189,256","1,060,814","(128,442)",89
N05漢翔_110學年度財務報告.pdf,加班費,"535,260","98,005","(437,255)",18,"522,060","115,097","(406,963)",22
N05漢翔_110學年度財務報告.pdf,勞、健保費,"610,951","604,774","(6,177)",99,"603,903","557,519","(46,384)",92
N05漢翔_110學年度財務報告.pdf,保險費,"11,000","9,990","(1,010)",91,"11,000","9,363","(1,637)",85
N05漢翔_110學年度財務報告.pdf,勞退金提撥,"293,040","284,906","(8,134)",97,"265,728","264,500","(1,228)",100
N05漢翔_110學年度財務報告.pdf,自強活動,"11,000","3,688","(7,312)",34,"11,000","10,000","(1,000)",91
N05漢翔_110學年度財務報告.pdf,健康檢查,"11,000","8,210","(2,790)",75,"1,000",,"(1,000)",
N05漢翔_110學年度財務報告.pdf,代課費及廚工代班費,"102,334","28,800","(73,534)",28,"102,334","24,650","(77,684)",24
N05漢翔_110學年度財務報告.pdf,資遣費,"39,941","39,941",,100,"38,963","38,963",,100
N05漢翔_110學年度財務報告.pdf,業務費,"694,700","373,048","(321,652)",54,"694,700","331,216","(363,484)",48
N05漢翔_110學年度財務報告.pdf,活動費,"95,000","66,776","(28,224)",70,"95,000","60,079","(34,921)",63
N05漢翔_110學年度財務報告.pdf,研習、進修,"22,000","7,900","(14,100)",36,"22,000","8,700","(13,300)",40
N05漢翔_110學年度財務報告.pdf,水費,"26,000","8,620","(17,380)",33,"26,000","7,319","(18,681)",28
N05漢翔_110學年度財務報告.pdf,電費,"204,000","114,382","(89,618)",56,"204,000","103,822","(100,178)",51
N05漢翔_110學年度財務報告.pdf,瓦斯費,"32,000","10,843","(21,157)",34,"32,000","9,991","(22,009)",31
N05漢翔_110學年度財務報告.pdf,保全,"80,000","14,559","(65,441)",18,"80,000","3,990","(76,010)",5
N05漢翔_110學年度財務報告.pdf,辦公文具,"18,000","7,856","(10,144)",44,"18,000","17,254",(746),96
N05漢翔_110學年度財務報告.pdf,事務機器耗材,"60,000","40,542","(19,458)",68,"60,000","51,052","(8,948)",85
N05漢翔_110學年度財務報告.pdf,電話費（含網路）,"45,000","35,287","(9,713)",78,"45,000","37,793","(7,207)",84
N05漢翔_110學年度財務報告.pdf,郵資,"7,200","8,499","1,299",118,"7,200","8,045",845,112
N05漢翔_110學年度財務報告.pdf,文宣費（一般文宣）,"10,000","1,000","(9,000)",10,"10,000","1,060","(8,940)",11
N05漢翔_110學年度財務報告.pdf,文宣費（園刊）,"27,500","15,000","(12,500)",55,"27,500",,"(27,500)",
N05漢翔_110學年度財務報告.pdf,攝影照片,"9,000","7,970","(1,030)",89,"9,000","4,923","(4,077)",55
N05漢翔_110學年度財務報告.pdf,園務特支,"39,000","33,814","(5,186)",87,"39,000","17,188","(21,812)",44
N05漢翔_110學年度財務報告.pdf,差旅費,"20,000",,"(20,000)",,"20,000",,"(20,000)",
N05漢翔_110學年度財務報告.pdf,材料費,"1,183,320","907,619","(275,701)",77,"1,183,320","700,530","(482,790)",59
N05漢翔_110學年度財務報告.pdf,教保材料費,"182,400","83,448","(98,952)",46,"182,400","28,813","(153,587)",16
N05漢翔_110學年度財務報告.pdf,日常消耗用品,"45,600","28,659","(16,941)",63,"45,600","36,553","(9,047)",80
N05漢翔_110學年度財務報告.pdf,藥品費,"5,320","1,455","(3,865)",27,"5,320","4,080","(1,240)",77
N05漢翔_110學年度財務報告.pdf,餐點費,"950,000","794,057","(155,943)",84,"950,000","631,084","(318,916)",66
N05漢翔_110學年度財務報告.pdf,維護費,"118,000","82,394","(35,606)",70,"118,000","84,294","(33,706)",71
N05漢翔_110學年度財務報告.pdf,水電修繕,"85,000","60,264","(24,736)",71,"85,000","57,164","(27,836)",67
N05漢翔_110學年度財務報告.pdf,園舍消毒、清潔,"25,000","21,000","(4,000)",84,"25,000","26,000","1,000",104
N05漢翔_110學年度財務報告.pdf,火險,"8,000","1,130","(6,870)",14,"8,000","1,130","(6,870)",14
N05漢翔_110學年度財務報告.pdf,修繕購置費,"106,400","111,654","5,254",105,"106,400","115,271","8,871",108
N05漢翔_110學年度財務報告.pdf,雜支,"41,682","34,973","(6,709)",84,"41,682","24,935","(16,747)",60
N05漢翔_110學年度財務報告.pdf,行政管理費,"112,681","112,681",,100,"112,681","112,681",,100
N05漢翔_110學年度財務報告.pdf,業務發展費,,"766,300","766,300",,,"1,718,000","1,718,000",
N05漢翔_110學年度財務報告.pdf,延後托育支出,,"446,820","446,820",,,"357,729","357,729",
