檔案名稱,年度,年度類別,檢查項目,左方,右方,結果
N05漢翔_110學年度財務報告.pdf,110學年度,本年度,流動資產合計+非流動資產合計=資產總計,12286520,12286520,通過
N05漢翔_110學年度財務報告.pdf,110學年度,本年度,流動負債合計+非流動負債合計=負債總額,10703714,10703714,通過
N05漢翔_110學年度財務報告.pdf,110學年度,本年度,累積餘絀+本期餘絀=餘絀總額,1582806,1582806,通過
N05漢翔_110學年度財務報告.pdf,110學年度,本年度,負債總額+餘絀總額=負債及餘絀總計,12286520,12286520,通過
N05漢翔_110學年度財務報告.pdf,109學年度,前一年度,流動資產合計+非流動資產合計=資產總計,10999291,10999291,通過
N05漢翔_110學年度財務報告.pdf,109學年度,前一年度,流動負債合計+非流動負債合計=負債總額,10208492,10208492,通過
N05漢翔_110學年度財務報告.pdf,109學年度,前一年度,累積餘絀+本期餘絀=餘絀總額,790799,790799,通過
N05漢翔_110學年度財務報告.pdf,109學年度,前一年度,負債總額+餘絀總額=負債及餘絀總計,10999291,10999291,通過
