檔案名稱,項目,112學年度預算數,112學年度決算數,112學年度決算與預算差異,112學年度執行率,111學年度預算數,111學年度決算數,111學年度決算與預算差異,111學年度執行率
N06昌平_112學年度財務報告.pdf,藥品費,"8,400","1,577","(6,823)",19,"8,400","1,308","(7,092)",16
N06昌平_112學年度財務報告.pdf,餐點費,"1,440,000","1,349,716","(90,284)",94,"1,440,000","1,348,401","(91,599)",94
N06昌平_112學年度財務報告.pdf,維護費,"143,000","104,233","(38,767)",73,"143,000","73,263","(69,737)",51
N06昌平_112學年度財務報告.pdf,修繕費,"110,000","59,498","(50,502)",54,"110,000","41,843","(68,157)",38
N06昌平_112學年度財務報告.pdf,園舍消毒、清潔,"25,000","44,015","19,015",176,"25,000","30,700","5,700",123
N06昌平_112學年度財務報告.pdf,火險,"8,000",720,"(7,280)",9,"8,000",720,"(7,280)",9
N06昌平_112學年度財務報告.pdf,修繕購置費,"168,000","116,753","(51,247)",69,"168,000","115,092","(52,908)",69
N06昌平_112學年度財務報告.pdf,雜支,"49,164","19,288","(29,876)",39,"49,164","12,058","(37,106)",25
N06昌平_112學年度財務報告.pdf,行政管理費,"262,780","262,780",,100,"262,780","262,780",,100
N06昌平_112學年度財務報告.pdf,業務發展費,,"2,039,112","2,039,112",,,"1,382,600","1,382,600",
N06昌平_112學年度財務報告.pdf,延長照顧服務支出,,"266,206","266,206",,,"281,821","281,821",
N06昌平_112學年度財務報告.pdf,其他支出,,"3,186,160","3,186,160",,,"2,000,383","2,000,383",
N06昌平_112學年度財務報告.pdf,本期稅前餘絀,"(95,737)","187,142","282,879",(195),"96,730","(67,044)","(163,774)",(69)
N06昌平_112學年度財務報告.pdf,所得稅費用,,,,,,,,
N06昌平_112學年度財務報告.pdf,本期稅後餘絀,"$(95,737)","$ 187,142","$ 282,879",(195),"$ 96,730","$(67,044)","$(163,774)",(69)
