檔案名稱,項目,112學年度預算數,112學年度決算數,112學年度決算與預算差異,112學年度執行率,111學年度預算數,111學年度決算數,111學年度決算與預算差異,111學年度執行率
N05漢翔_112學年度財務報告.pdf,郵資,"7,200","2,255","(4,945)",31,"7,200","3,034","(4,166)",42
N05漢翔_112學年度財務報告.pdf,文宣費（一般文宣）,"10,000","3,120","(6,880)",31,"10,000","3,373","(6,627)",34
N05漢翔_112學年度財務報告.pdf,文宣費（圖刊）,"27,500","9,997","(17,503)",36,"27,500","5,084","(22,416)",18
N05漢翔_112學年度財務報告.pdf,攝影照片,"9,000","6,116","(2,884)",68,"9,000","7,976","(1,024)",89
N05漢翔_112學年度財務報告.pdf,園務特支,"39,000","30,363","(8,637)",78,"39,000","31,572","(7,428)",81
N05漢翔_112學年度財務報告.pdf,差旅費,"20,000",-,"(20,000)",-,"20,000",-,"(20,000)",-
N05漢翔_112學年度財務報告.pdf,材料費,"1,183,320","1,180,578","(2,742)",100,"1,183,320","1,086,820","(96,500)",92
N05漢翔_112學年度財務報告.pdf,教保材料費,"182,400","140,801","(41,599)",77,"182,400","87,680","(94,720)",48
N05漢翔_112學年度財務報告.pdf,日常消耗用品,"45,600","38,613","(6,987)",85,"45,600","42,083","(3,517)",92
N05漢翔_112學年度財務報告.pdf,藥品費,"5,320","4,339",(981),82,"5,320","6,121",801,115
N05漢翔_112學年度財務報告.pdf,餐點費,"950,000","996,825","46,825",105,"950,000","950,936",936,100
N05漢翔_112學年度財務報告.pdf,維護費,"118,000","88,595","(29,405)",75,"118,000","147,265","29,265",125
N05漢翔_112學年度財務報告.pdf,修繕費,"85,000","60,578","(24,422)",71,"85,000","119,248","34,248",140
N05漢翔_112學年度財務報告.pdf,園舍消毒、清潔,"25,000","27,000","2,000",108,"25,000","27,000","2,000",108
N05漢翔_112學年度財務報告.pdf,火險,"8,000","1,017","(6,983)",13,"8,000","1,017","(6,983)",13
N05漢翔_112學年度財務報告.pdf,修繕購置費,"106,400","111,709","5,309",105,"106,400","46,170","(60,230)",43
N05漢翔_112學年度財務報告.pdf,雜支,"41,682","26,415","(15,267)",63,"41,682","34,343","(7,339)",82
N05漢翔_112學年度財務報告.pdf,行政管理費,"112,681","112,681",-,100,"112,681","112,681",-,100
N05漢翔_112學年度財務報告.pdf,業務發展費,-,"1,782,519","1,782,519",-,-,"744,800","744,800",-
N05漢翔_112學年度財務報告.pdf,延長照顧服務支出,-,"168,240","168,240",-,-,"408,622","408,622",-
N05漢翔_112學年度財務報告.pdf,其他支出,-,"3,729,484","3,729,484",-,-,"2,463,788","2,463,788",-
N05漢翔_112學年度財務報告.pdf,本期稅前餘絀,"(262,796)","268,076","530,872",(102),"(88,419)","106,651","195,070",(121)
N05漢翔_112學年度財務報告.pdf,所得稅費用,,,,,,,,
N05漢翔_112學年度財務報告.pdf,本期稅後餘絀,"$(262,796)","$ 268,076","$ 530,872",(102),"$(88,419)","$106,651","$ 195,070",(121)
