檔案名稱,項目,112學年度預算數,112學年度決算數,112學年度決算與預算差異,112學年度執行率,111學年度預算數,111學年度決算數,111學年度決算與預算差異,111學年度執行率
N05漢翔_112學年度財務報告.pdf,收入,"$9,343,440","$12,921,591","$3,578,151",138,"$9,343,440","$11,976,524","$2,633,084",128
N05漢翔_112學年度財務報告.pdf,教保費收入淨額,"9,343,440","8,952,660","(390,780)",96,"9,343,440","8,982,929","(360,511)",96
N05漢翔_112學年度財務報告.pdf,教保費收入,"9,343,440","9,017,887","(325,553)",97,"9,343,440","9,024,121","(319,319)",97
N05漢翔_112學年度財務報告.pdf,教保費收入（家長繳費）,"1,824,000","934,607","(889,393)",51,"1,824,000","918,000","(906,000)",50
N05漢翔_112學年度財務報告.pdf,教保費收入（政府學費差額補助）,"7,519,440","8,083,280","563,840",107,"7,519,440","8,106,121","586,681",108
N05漢翔_112學年度財務報告.pdf,教保費收入減項,-,"(65,227)","(65,227)",-,-,"(41,192)","(41,192)",-
N05漢翔_112學年度財務報告.pdf,五日未上課退費,-,"(32,755)","(32,755)",-,-,"(41,192)","(41,192)",-
N05漢翔_112學年度財務報告.pdf,腸病毒退費,-,"(29,830)","(29,830)",-,,,,
N05漢翔_112學年度財務報告.pdf,轉學/轉出退費,-,"(1,634)","(1,634)",-,,,,
N05漢翔_112學年度財務報告.pdf,政府學費差額補助退費,-,"(1,008)","(1,008)",-,,,,
N05漢翔_112學年度財務報告.pdf,延長照顧服務收入淨額,-,"168,240","168,240",-,-,"490,290","490,290",-
N05漢翔_112學年度財務報告.pdf,延長照顧服務收入淨額,-,"168,240","168,240",-,-,"490,290","490,290",-
N05漢翔_112學年度財務報告.pdf,延長照顧服務收入,-,"168,240","168,240",-,-,"490,290","490,290",-
N05漢翔_112學年度財務報告.pdf,利息收入,-,"71,207","71,207",-,-,"39,517","39,517",-
N05漢翔_112學年度財務報告.pdf,其他收入,-,"3,729,484","3,729,484",-,-,"2,463,788","2,463,788",-
N05漢翔_112學年度財務報告.pdf,支出,"9,606,236","12,653,515","3,047,279",132,"9,431,859","11,869,873","2,438,014",126
N05漢翔_112學年度財務報告.pdf,人事費,"7,349,453","5,032,018","(2,317,435)",68,"7,175,076","6,412,661","(762,415)",89
N05漢翔_112學年度財務報告.pdf,園長及教保服務人員薪資(含職務加給),"3,887,771","3,012,992","(874,779)",77,"3,790,436","3,749,923","(40,513)",99
N05漢翔_112學年度財務報告.pdf,學前特教師、社工人員、護理人員薪資,"516,645","362,873","(153,772)",70,"502,740","438,714","(64,026)",87
N05漢翔_112學年度財務報告.pdf,會計、總務、廚工、清潔薪資,"1,251,829","640,476","(611,353)",51,"1,230,971","1,096,280","(134,691)",89
N05漢翔_112學年度財務報告.pdf,加班費,"561,396","266,196","(295,200)",47,"548,328","111,487","(436,841)",20
N05漢翔_112學年度財務報告.pdf,勞、健保費,"644,764","465,218","(179,546)",72,"632,579","635,875","3,296",101
N05漢翔_112學年度財務報告.pdf,保險費,"11,000","15,230","4,230",138,"11,000","17,000","6,000",155
N05漢翔_112學年度財務報告.pdf,勞退金提撥,"309,816","211,235","(98,581)",68,"303,768","303,014",(754),100
N05漢翔_112學年度財務報告.pdf,自強活動,"11,000","11,000",-,100,"11,000","11,000",-,100
N05漢翔_112學年度財務報告.pdf,健康檢查,"11,000","4,900","(6,100)",45,"1,000",-,"(1,000)",-
N05漢翔_112學年度財務報告.pdf,代課費及代班費,"102,334",-,"(102,334)",-,"102,334","8,448","(93,886)",8
N05漢翔_112學年度財務報告.pdf,資產費,"41,898","41,898",-,100,"40,920","40,920",-,100
N05漢翔_112學年度財務報告.pdf,業務費,"694,700","421,276","(273,424)",61,"694,700","412,723","(281,977)",59
N05漢翔_112學年度財務報告.pdf,活動費,"95,000","91,855","(3,145)",97,"95,000","107,536","12,536",113
N05漢翔_112學年度財務報告.pdf,研習、進修,"22,000","16,500","(5,500)",75,"22,000","2,950","(19,050)",13
N05漢翔_112學年度財務報告.pdf,水費,"26,000","10,090","(15,910)",39,"26,000","9,611","(16,389)",37
N05漢翔_112學年度財務報告.pdf,電費,"204,000","142,787","(61,213)",70,"204,000","135,064","(68,936)",66
N05漢翔_112學年度財務報告.pdf,瓦斯費,"32,000","12,775","(19,225)",40,"32,000","12,616","(19,384)",39
N05漢翔_112學年度財務報告.pdf,保全,"80,000","19,152","(60,848)",24,"80,000",-,"(80,000)",-
N05漢翔_112學年度財務報告.pdf,辦公文具,"18,000","12,015","(5,985)",67,"18,000","16,337","(1,663)",91
N05漢翔_112學年度財務報告.pdf,事務機器耗材,"60,000","27,126","(32,874)",45,"60,000","40,429","(19,571)",67
N05漢翔_112學年度財務報告.pdf,電話費（含ADSL）,"45,000","37,125","(7,875)",83,"45,000","37,141","(7,859)",83
