檔案名稱,項目,113學年度金額,112學年度金額
N09安興_113學年度財務報告.pdf,營業活動之現金流量：,,
N09安興_113學年度財務報告.pdf,本期稅前餘絀,"5,192,296","76,573"
N09安興_113學年度財務報告.pdf,調整項目：,,
N09安興_113學年度財務報告.pdf,資產／負債淨變動數,,
N09安興_113學年度財務報告.pdf,應收帳款淨額,"(16,223)","439,980"
N09安興_113學年度財務報告.pdf,其他應收款,,"2,077"
N09安興_113學年度財務報告.pdf,預付款項,"32,426","7,394"
N09安興_113學年度財務報告.pdf,其他流動資產,"3,306","(3,306)"
N09安興_113學年度財務報告.pdf,應付帳款,"157,618","(5,938)"
N09安興_113學年度財務報告.pdf,其他應付款,"418,207","(61,084)"
N09安興_113學年度財務報告.pdf,預收款項,"(1,596,474)","111,566"
N09安興_113學年度財務報告.pdf,營業活動之淨現金流入,"4,191,156","567,262"
N09安興_113學年度財務報告.pdf,投資活動之現金流量：,,
N09安興_113學年度財務報告.pdf,投資活動之淨現金流入,,
N09安興_113學年度財務報告.pdf,籌資活動之現金流量：,,
N09安興_113學年度財務報告.pdf,籌資活動之淨現金流入,,
N09安興_113學年度財務報告.pdf,本期現金及約當現金增加數,"4,191,156","567,262"
N09安興_113學年度財務報告.pdf,期初現金及約當現金餘額,"4,398,152","3,830,890"
N09安興_113學年度財務報告.pdf,期末現金及約當現金餘額,"8,589,308","4,398,152"
