檔案名稱,項目,113學年度預算數,113學年度決算數,113學年度決算與預算差異,113學年度執行率,112學年度預算數,112學年度決算數,112學年度決算與預算差異,112學年度執行率
N09安興_113學年度財務報告.pdf,收入,"6,997,536","15,297,334","8,299,798",219,"7,186,320","9,878,078","2,691,758",137
N09安興_113學年度財務報告.pdf,教保費收入淨額,"6,997,536","6,254,595","(742,941)",89,"7,186,320","6,707,645","(478,675)",93
N09安興_113學年度財務報告.pdf,教保費收入,"6,997,536","6,342,600","(654,936)",91,"7,186,320","6,873,638","(312,682)",96
N09安興_113學年度財務報告.pdf,教保費收入（家長繳費）,"1,248,000","762,600","(485,400)",61,"1,440,000","1,055,520","(384,480)",73
N09安興_113學年度財務報告.pdf,教保費收入（政府學費差額補助）,"5,749,536","5,580,000","(169,536)",97,"5,746,320","5,818,118","71,798",101
N09安興_113學年度財務報告.pdf,教保費收入減項,,"(88,005)","(88,005)",,,"(165,993)","(165,993)",
N09安興_113學年度財務報告.pdf,五日未上課退費,,"(61,703)","(61,703)",,,"(40,528)","(40,528)",
N09安興_113學年度財務報告.pdf,腸病毒退費,,"(18,212)","(18,212)",,,"(22,704)","(22,704)",
N09安興_113學年度財務報告.pdf,轉學/轉出退費,,,,,,"(4,000)","(4,000)",
N09安興_113學年度財務報告.pdf,政府學費差額補助退費,,"(8,090)","(8,090)",,,"(98,761)","(98,761)",
N09安興_113學年度財務報告.pdf,延長照顧服務收入淨額,,"214,470","214,470",,,"481,110","481,110",
N09安興_113學年度財務報告.pdf,延長照顧服務收入淨額,,"214,470","214,470",,,"481,110","481,110",
N09安興_113學年度財務報告.pdf,延長照顧服務收入,,"228,690","228,690",,,"501,420","501,420",
N09安興_113學年度財務報告.pdf,延長照顧服務收入退費,,"(14,220)","(14,220)",,,"(20,310)","(20,310)",
N09安興_113學年度財務報告.pdf,利息收入,,"120,327","120,327",,,"77,347","77,347",
N09安興_113學年度財務報告.pdf,其他收入,,"1,983,942","1,983,942",,,"2,611,976","2,611,976",
N09安興_113學年度財務報告.pdf,其他收入-其它,,"6,724,000","6,724,000",,,,,
N09安興_113學年度財務報告.pdf,支出,"7,328,153","10,105,038","2,776,885",138,"7,218,663","9,801,505","2,582,842",136
N09安興_113學年度財務報告.pdf,人事費,"5,355,189","4,817,555","(537,634)",90,"5,268,163","3,361,395","(1,906,768)",64
N09安興_113學年度財務報告.pdf,園長及教保服務人員薪資（含職務加給）,"2,869,155","2,578,884","(290,271)",90,"2,827,440","1,951,484","(875,956)",69
N09安興_113學年度財務報告.pdf,會計、總務、廚工、清潔薪資,"1,225,368","1,210,639","(14,729)",99,"1,204,512","795,717","(408,795)",66
N09安興_113學年度財務報告.pdf,加班費,"406,464","93,188","(313,276)",23,"400,224","57,186","(343,038)",14
N09安興_113學年度財務報告.pdf,勞、健保費,"485,245","459,814","(25,431)",95,"477,829","351,737","(126,092)",74
N09安興_113學年度財務報告.pdf,保險費,"8,000","13,178","5,178",165,"8,000","5,354","(2,646)",67
N09安興_113學年度財務報告.pdf,勞退金提撥,"218,364","187,315","(31,049)",86,"215,028","132,026","(83,002)",61
N09安興_113學年度財務報告.pdf,自強活動,"8,000","8,000",,100,"8,000","8,000",,100
N09安興_113學年度財務報告.pdf,健康檢查,"8,000","1,580","(6,420)",20,"1,000","1,000",,100
