檔案名稱,年度,年度類別,檢查項目,左方,右方,結果
N09安興_113學年度財務報告.pdf,113學年度,本年度,流動資產合計+非流動資產合計=資產總計,9560217,9560217,通過
N09安興_113學年度財務報告.pdf,112學年度,前一年度,流動資產合計+非流動資產合計=資產總計,11035497,11035497,通過
N09安興_113學年度財務報告.pdf,113學年度,本年度,流動負債合計+非流動負債合計=負債總額,3879542,3879542,通過
N09安興_113學年度財務報告.pdf,113學年度,本年度,累積餘絀+本期餘絀=餘絀總額,5680675,5680675,通過
N09安興_113學年度財務報告.pdf,113學年度,本年度,負債總額+餘絀總額=負債及餘絀總計,9560217,9560217,通過
N09安興_113學年度財務報告.pdf,112學年度,前一年度,流動負債合計+非流動負債合計=負債總額,9268436,9268436,通過
N09安興_113學年度財務報告.pdf,112學年度,前一年度,累積餘絀+本期餘絀=餘絀總額,1767061,1767061,通過
N09安興_113學年度財務報告.pdf,112學年度,前一年度,負債總額+餘絀總額=負債及餘絀總計,11035497,11035497,通過
