檔案名稱,項目,112學年度預算數,112學年度決算數,112學年度決算與預算差異,112學年度執行率,111學年度預算數,111學年度決算數,111學年度決算與預算差異,111學年度執行率
N10大觀_112學年度財務報告.pdf,收入,"$ 12,956,592","$ 16,776,062","$ 3,819,470",129,"$ 12,956,592","$ 15,112,403","$ 2,155,811",117
N10大觀_112學年度財務報告.pdf,教保費收入淨額,"12,956,592","12,361,731","(594,861)",95,"12,956,592","12,325,429","(631,163)",95
N10大觀_112學年度財務報告.pdf,教保費收入,"12,956,592","12,476,283","(480,309)",96,"12,956,592","12,450,187","(506,405)",96
N10大觀_112學年度財務報告.pdf,教保費收入(家長繳費),"2,544,000","1,537,467","(1,006,533)",60,"2,544,000","1,608,547","(935,453)",63
N10大觀_112學年度財務報告.pdf,教保費收入(政府學費差額補助),"10,412,592","10,938,816","526,224",105,"10,412,592","10,841,640","429,048",104
N10大觀_112學年度財務報告.pdf,教保費收入減項,-,"(114,552)","(114,552)",,-,"(124,758)","(124,758)",
N10大觀_112學年度財務報告.pdf,五日未上課退費,-,"(84,658)","(84,658)",,-,"(99,408)","(99,408)",
N10大觀_112學年度財務報告.pdf,轉學/轉出退費,-,"(25,218)","(25,218)",,-,"(10,000)","(10,000)",
N10大觀_112學年度財務報告.pdf,政府學費差額補助退費,-,"(4,676)","(4,676)",,-,"(15,350)","(15,350)",
N10大觀_112學年度財務報告.pdf,延長照顧服務收入淨額,-,"334,160","334,160",,-,"332,815","332,815",
N10大觀_112學年度財務報告.pdf,延長照顧服務收入淨額,-,"334,160","334,160",,-,"332,815","332,815",
N10大觀_112學年度財務報告.pdf,延長照顧服務收入,-,"355,755","355,755",,-,"332,815","332,815",
N10大觀_112學年度財務報告.pdf,延長照顧服務收入退費,-,"(21,595)","(21,595)",,-,-,-,
N10大觀_112學年度財務報告.pdf,利息收入,-,"84,148","84,148",,-,"53,302","53,302",
N10大觀_112學年度財務報告.pdf,其他收入,-,"3,996,023","3,996,023",,-,"2,400,857","2,400,857",
N10大觀_112學年度財務報告.pdf,支出,"12,855,890","16,015,406","3,159,516",125,"12,630,048","14,918,437","2,288,389",118
N10大觀_112學年度財務報告.pdf,人事費,"9,880,024","8,924,216","(955,808)",90,"9,654,182","8,970,981","(683,201)",93
N10大觀_112學年度財務報告.pdf,園長及教保服務人員薪資(含職務加給),"6,207,775","5,946,584","(261,191)",96,"6,063,162","5,855,222","(207,940)",97
N10大觀_112學年度財務報告.pdf,會計、總務、廚工、清潔薪資,"1,310,932","1,303,668","(7,264)",99,"1,289,250","1,257,564","(31,686)",98
N10大觀_112學年度財務報告.pdf,加班費,"746,304","331,326","(414,978)",44,"729,768","330,120","(399,648)",45
N10大觀_112學年度財務報告.pdf,勞、健保費,"945,987","807,029","(138,958)",85,"925,076","788,883","(136,193)",85
N10大觀_112學年度財務報告.pdf,保險費,"13,000","8,352","(4,648)",64,"13,000","11,200","(1,800)",86
N10大觀_112學年度財務報告.pdf,勞退金提撥,"400,992","380,150","(20,842)",95,"392,124","393,012",888,100
N10大觀_112學年度財務報告.pdf,自強活動,"13,000","13,000",-,100,"13,000","13,000",-,100
N10大觀_112學年度財務報告.pdf,健康檢查,"13,000","4,800","(8,200)",37,"1,000","1,130",130,113
N10大觀_112學年度財務報告.pdf,代課費及代班費,"173,340","73,613","(99,727)",42,"173,340","266,388","93,048",154
N10大觀_112學年度財務報告.pdf,資產費,"55,694","55,694",-,100,"54,462","54,462",-,100
N10大觀_112學年度財務報告.pdf,業務費,"799,400","628,248","(171,152)",79,"799,400","607,365","(192,035)",76
N10大觀_112學年度財務報告.pdf,活動費,"115,000","115,741",741,101,"115,000","123,186","8,186",107
N10大觀_112學年度財務報告.pdf,研習、進修,"26,000","26,000",-,100,"26,000","26,000",-,100
N10大觀_112學年度財務報告.pdf,水費,"32,000","12,403","(19,597)",39,"32,000","12,299","(19,701)",38
N10大觀_112學年度財務報告.pdf,電費,"264,000","174,864","(89,136)",66,"264,000","179,196","(84,804)",68
N10大觀_112學年度財務報告.pdf,瓦斯費,"34,000","14,835","(19,165)",44,"34,000","16,195","(17,805)",48
N10大觀_112學年度財務報告.pdf,保全,"60,000","59,955",(45),100,"60,000","60,000",-,100
N10大觀_112學年度財務報告.pdf,辦公文具,"24,000","24,013",13,100,"24,000","19,398","(4,602)",81
N10大觀_112學年度財務報告.pdf,事務機器耗材,"65,000","64,906",(94),100,"65,000","47,755","(17,245)",73
N10大觀_112學年度財務報告.pdf,電話費(含ADSL),"54,000","44,363","(9,637)",82,"54,000","39,313","(14,687)",73
N10大觀_112學年度財務報告.pdf,郵資,"8,400","3,346","(5,054)",40,"8,400","3,480","(4,920)",41
N10大觀_112學年度財務報告.pdf,文宣費(一般文宣),"10,000","10,000",-,100,"10,000","6,712","(3,288)",67
N10大觀_112學年度財務報告.pdf,文宣費(園刊),"30,000","30,000",-,100,"30,000","24,130","(5,870)",80
N10大觀_112學年度財務報告.pdf,攝影照片,"10,000","10,000",-,100,"10,000",-,"(10,000)",-
N10大觀_112學年度財務報告.pdf,園務特支,"42,000","37,502","(4,498)",89,"42,000","49,611","7,611",118
N10大觀_112學年度財務報告.pdf,差旅費,"25,000",320,"(24,680)",1,"25,000",90,"(24,910)",-
N10大觀_112學年度財務報告.pdf,材料費,"1,597,420","1,539,261","(58,159)",96,"1,597,420","1,596,789",(631),100
N10大觀_112學年度財務報告.pdf,教保材料費,"254,400","138,595","(115,805)",54,"254,400","215,060","(39,340)",85
N10大觀_112學年度財務報告.pdf,日常消耗用品,"63,600","47,060","(16,540)",74,"63,600","39,086","(24,514)",61
N10大觀_112學年度財務報告.pdf,藥品費,"7,420","6,770",(650),91,"7,420","6,518",(902),88
N10大觀_112學年度財務報告.pdf,餐點費,"1,272,000","1,346,836","74,836",106,"1,272,000","1,336,125","64,125",105
N10大觀_112學年度財務報告.pdf,維護費,"143,000","38,812","(104,188)",27,"143,000","62,802","(80,198)",44
N10大觀_112學年度財務報告.pdf,修繕費,"110,000","12,480","(97,520)",11,"110,000","35,220","(74,780)",32
N10大觀_112學年度財務報告.pdf,園舍消毒、清潔,"25,000","25,000",-,100,"25,000","26,250","1,250",105
N10大觀_112學年度財務報告.pdf,火險,"8,000","1,332","(6,668)",17,"8,000","1,332","(6,668)",17
