檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N10大觀_112學年度財務報告.pdf,5,現金及銀行存款,"$7,036,258",資產,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,現金及銀行存款,"$5,877,595",資產,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,應收帳款淨額,"8,000",資產,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,應收帳款淨額,-,資產,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,其他應收款,"441,715",資產,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,其他應收款,"408,210",資產,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,預付款項,"41,298",資產,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,預付款項,-,資產,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,流動資產合計,"7,527,271",資產,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,流動資產合計,"6,285,805",資產,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,資遣費準備金,"242,493",資產,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,資遣費準備金,"242,493",資產,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,業務發展準備金,"3,686,000",資產,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,業務發展準備金,"3,686,000",資產,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,代管財產,"1,380,766",資產,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,代管財產,"1,254,618",資產,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,購置財產,"393,010",資產,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,購置財產,"343,730",資產,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,非流動資產合計,"5,702,269",資產,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,非流動資產合計,"5,526,841",資產,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,資產總計,"$13,229,540",資產,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,資產總計,"$11,812,646",資產,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,應付帳款,"$4,676",負債及淨值,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,應付帳款,"$15,350",負債及淨值,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,其他應付款,"1,688,944",負債及淨值,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,其他應付款,"1,714,664",負債及淨值,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,預收款項,"3,718,185",負債及淨值,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,預收款項,"3,530,455",負債及淨值,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,其他流動負債,"97,997",負債及淨值,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,其他流動負債,867,負債及淨值,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,流動負債合計,"5,509,802",負債及淨值,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,流動負債合計,"5,261,336",負債及淨值,111學年度,前一年度,112年7月31日
