檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N10大觀_112學年度財務報告.pdf,5,資遣費準備,"298,187",負債及淨值,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,資遣費準備,"242,493",負債及淨值,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,業務發展準備,"3,862,650",負債及淨值,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,業務發展準備,"3,686,000",負債及淨值,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,應付代管財產,"1,380,766",負債及淨值,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,應付代管財產,"1,254,618",負債及淨值,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,應付購置財產,"393,010",負債及淨值,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,應付購置財產,"343,730",負債及淨值,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,非流動負債合計,"5,934,613",負債及淨值,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,非流動負債合計,"5,526,841",負債及淨值,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,負債總額,"11,444,415",負債及淨值,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,負債總額,"10,788,177",負債及淨值,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,累積餘絀,"1,024,469",負債及淨值,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,累積餘絀,"830,503",負債及淨值,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,本期餘絀,"760,656",負債及淨值,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,本期餘絀,"193,966",負債及淨值,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,餘絀總額,"1,785,125",負債及淨值,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,餘絀總額,"1,024,469",負債及淨值,111學年度,前一年度,112年7月31日
N10大觀_112學年度財務報告.pdf,5,負債及餘絀總計,"$13,229,540",負債及淨值,112學年度,本年度,113年7月31日
N10大觀_112學年度財務報告.pdf,5,負債及餘絀總計,"$11,812,646",負債及淨值,111學年度,前一年度,112年7月31日
