檔案名稱,分類,財產編號,登錄號分號,財產名稱,原始價值,數量,帳面價值,使用年限,購置日期
N10大觀_112學年度財務報告.pdf,代管財產,6010101-000014,,文書用具-白板,"$ 4,000",1,"$ 4,000",3,107/11/12
N10大觀_112學年度財務報告.pdf,代管財產,6010101-000015,,文書用具-白板,"4,000",1,"4,000",3,107/11/12
N10大觀_112學年度財務報告.pdf,代管財產,6010101-000016,,文書用具-白板,"4,000",1,"4,000",3,107/11/12
N10大觀_112學年度財務報告.pdf,代管財產,6010101-000017,,文書用具-白板,"4,000",1,"4,000",3,107/11/12
N10大觀_112學年度財務報告.pdf,代管財產,6010101-000021,,文書用具-白板,"9,500",1,"9,500",3,112/11/29
N10大觀_112學年度財務報告.pdf,代管財產,6010101-000022,,文書用具-白板,"9,500",1,"9,500",3,112/11/29
N10大觀_112學年度財務報告.pdf,代管財產,6010101-000023,,文書用具-白板,"7,800",1,"7,800",3,112/11/29
N10大觀_112學年度財務報告.pdf,代管財產,6010101-000024,,文書用具-白板,"7,800",1,"7,800",3,112/11/29
N10大觀_112學年度財務報告.pdf,代管財產,6010131-000001,,文書用具-兒童輔導教具,"8,230",1,"8,230",3,112/11/29
N10大觀_112學年度財務報告.pdf,代管財產,6010131-000002,,文書用具-兒童輔導教具,"2,700",1,"2,700",3,112/11/29
N10大觀_112學年度財務報告.pdf,代管財產,6010131-000003,,文書用具-兒童輔導教具,"2,700",1,"2,700",3,112/11/29
N10大觀_112學年度財務報告.pdf,代管財產,6010131-000004,,文書用具-兒童輔導教具,"2,700",1,"2,700",3,112/11/29
N10大觀_112學年度財務報告.pdf,代管財產,6010131-000005,,文書用具-兒童輔導教具,"2,700",1,"2,700",3,112/11/29
N10大觀_112學年度財務報告.pdf,代管財產,6010131-000006,,文書用具-兒童輔導教具,"6,125",1,"6,125",3,112/11/29
N10大觀_112學年度財務報告.pdf,代管財產,6010131-000007,,文書用具-兒童輔導教具,"6,125",1,"6,125",3,112/11/29
N10大觀_112學年度財務報告.pdf,代管財產,6010131-000008,,文書用具-兒童輔導教具,"6,125",1,"6,125",3,112/11/29
N10大觀_112學年度財務報告.pdf,代管財產,6010131-000009,,文書用具-兒童輔導教具,"6,125",1,"6,125",3,112/11/29
N10大觀_112學年度財務報告.pdf,代管財產,6010131-000010,,文書用具-兒童輔導教具,"4,455",1,"4,455",3,112/11/29
