檔案名稱,報告學年度,項目,預算數,決算數,差異數,差異率,預決算檢查結果
N04海工_112學年度財務報告.pdf,112學年度,人事費,"4,768,660","2,899,218","(1,869,442)",-39,未超支
N04海工_112學年度財務報告.pdf,112學年度,人事費,"4,381,229","2,787,695","(1,593,534)",-36,未超支
N04海工_112學年度財務報告.pdf,112學年度,加班費,"360,528","84,620","(275,908)",-77,未超支
N04海工_112學年度財務報告.pdf,112學年度,資遣費,"26,903","26,903",,,
N04海工_112學年度財務報告.pdf,112學年度,業務費,"566,000","384,913","(181,087)",-32,未超支
N04海工_112學年度財務報告.pdf,112學年度,活動費,"75,000","85,890","10,890",15,細項 20%內勻支後，已符合句支規定
N04海工_112學年度財務報告.pdf,112學年度,研習、進修,"14,000","3,200","(10,800)",-77,未超支
N04海工_112學年度財務報告.pdf,112學年度,水費,"20,000","8,684","(11,316)",-57,未超支
N04海工_112學年度財務報告.pdf,112學年度,電費,"144,000","89,776","(54,224)",-38,未超支
N04海工_112學年度財務報告.pdf,112學年度,瓦斯費,"30,000","33,048","3,048",10,細項 20%內勻支後，已符合句支規定
N04海工_112學年度財務報告.pdf,112學年度,保全,"80,000",-,"(80,000)",,
N04海工_112學年度財務報告.pdf,112學年度,辦公文具,"12,000","12,340",340,3,細項 20%內勻支後，已符合句支規定
N04海工_112學年度財務報告.pdf,112學年度,事務機器耗材,"55,000","49,602","(5,398)",-10,未超支
N04海工_112學年度財務報告.pdf,112學年度,電話費(含ADSL),"36,000","18,115","(17,885)",-50,未超支
N04海工_112學年度財務報告.pdf,112學年度,郵資,"6,000","4,154","(1,846)",-31,未超支
N04海工_112學年度財務報告.pdf,112學年度,文宣費(一般文宣),"10,000","9,700",(300),-3,未超支
N04海工_112學年度財務報告.pdf,112學年度,文宣費(園刊),"25,000","25,000",-,,未超支
N04海工_112學年度財務報告.pdf,112學年度,攝影照片,"8,000","9,420","1,420",18,細項 20%內勻支後，已符合句支規定
N04海工_112學年度財務報告.pdf,112學年度,園務特支,"36,000","35,984",(16),,未超支
N04海工_112學年度財務報告.pdf,112學年度,差旅費,"15,000",-,"(15,000)",,
N04海工_112學年度財務報告.pdf,112學年度,材料費,"934,200","1,098,507","164,307",18,應優先於材料費總預算內相互勻支後，仍有不足，經與業務費勻支後，已符合勻支規定
N04海工_112學年度財務報告.pdf,112學年度,教保材料費,"144,000","154,696","10,696",7,同材料費說明
N04海工_112學年度財務報告.pdf,112學年度,日常消耗用品,"36,000","41,911","5,911",16,同材料費說明
N04海工_112學年度財務報告.pdf,112學年度,藥品費,"4,200","4,270",70,2,同材料費說明
N04海工_112學年度財務報告.pdf,112學年度,餐點費,"750,000","897,630","147,630",20,同材料費說明
N04海工_112學年度財務報告.pdf,112學年度,維護費,"93,000","33,078","(59,922)",-64,未超支
N04海工_112學年度財務報告.pdf,112學年度,修繕購置費,"84,000","143,845","59,845",71,經與維護費相互勻支後，已符合勻支規定
N04海工_112學年度財務報告.pdf,112學年度,雜支,"33,960","6,373","(27,587)",-81,未超支
N04海工_112學年度財務報告.pdf,112學年度,行政管理費,"90,012","90,012",-,,未超支
N04海工_112學年度財務報告.pdf,112學年度,合計,"6,569,832","4,655,946","(1,913,886)",-29,
