檔案名稱,項目,112學年度預算數,112學年度決算數,112學年度決算與預算差異,112學年度執行率,111學年度預算數,111學年度決算數,111學年度決算與預算差異,111學年度執行率
N04海工_112學年度財務報告.pdf,活動費,"75,000","85,890","10,890",115,"75,000","89,085","14,085",119
N04海工_112學年度財務報告.pdf,研習、進修,"14,000","3,200","(10,800)",23,"14,000",,"(14,000)",
N04海工_112學年度財務報告.pdf,水費,"20,000","8,684","(11,316)",43,"20,000","6,903","(13,097)",35
N04海工_112學年度財務報告.pdf,電費,"144,000","89,776","(54,224)",62,"144,000","80,012","(63,988)",56
N04海工_112學年度財務報告.pdf,瓦斯費,"30,000","33,048","3,048",110,"30,000","34,870","4,870",116
N04海工_112學年度財務報告.pdf,保全,"80,000",,"(80,000)",,"80,000",,"(80,000)",
N04海工_112學年度財務報告.pdf,辦公文具,"12,000","12,340",340,103,"12,000","13,684","1,684",114
N04海工_112學年度財務報告.pdf,事務機器耗材,"55,000","49,602","(5,398)",90,"55,000","45,710","(9,290)",83
N04海工_112學年度財務報告.pdf,電話費(含ADSL),"36,000","18,115","(17,885)",50,"36,000","19,200","(16,800)",53
N04海工_112學年度財務報告.pdf,郵資,"6,000","4,154","(1,846)",69,"6,000","3,591","(2,409)",60
N04海工_112學年度財務報告.pdf,文宣費(一般文宣),"10,000","9,700",(300),97,"10,000","11,500","1,500",115
N04海工_112學年度財務報告.pdf,文宣費(圖刊),"25,000","25,000",,100,"25,000","25,000",100,100
N04海工_112學年度財務報告.pdf,攝影照片,"8,000","9,420","1,420",118,"8,000","9,303","1,303",116
N04海工_112學年度財務報告.pdf,園務特支,"36,000","35,984",(16),100,"36,000","37,077","1,077",103
N04海工_112學年度財務報告.pdf,差旅費,"15,000",,"(15,000)",,"15,000",,"(15,000)",
N04海工_112學年度財務報告.pdf,材料費,"934,200","1,098,507","164,307",118,"934,200","1,040,430","106,230",111
N04海工_112學年度財務報告.pdf,教保材料費,"144,000","154,696","10,696",107,"144,000","172,659","28,659",120
N04海工_112學年度財務報告.pdf,日常消耗用品,"36,000","41,911","5,911",116,"36,000","42,524","6,524",118
N04海工_112學年度財務報告.pdf,藥品費,"4,200","4,270",70,102,"4,200","4,122",(78),98
N04海工_112學年度財務報告.pdf,餐點費,"750,000","897,630","147,630",120,"750,000","821,125","71,125",109
N04海工_112學年度財務報告.pdf,維護費,"93,000","33,078","(59,922)",36,"93,000","85,436","(7,564)",92
N04海工_112學年度財務報告.pdf,修繕費,"60,000","26,642","(33,358)",44,"60,000","56,800","(3,200)",95
N04海工_112學年度財務報告.pdf,園舍消毒、清潔,"25,000","5,000","(20,000)",20,"25,000","27,200","2,200",109
N04海工_112學年度財務報告.pdf,火險,"8,000","1,436","(6,564)",18,"8,000","1,436","(6,564)",18
N04海工_112學年度財務報告.pdf,修繕購置費,"84,000","143,845","59,845",171,"84,000","166,999","82,999",199
N04海工_112學年度財務報告.pdf,雜支,"33,960","6,373","(27,587)",19,"33,960","22,233","(11,727)",65
N04海工_112學年度財務報告.pdf,行政管理費,"90,012","90,012",,100,"90,012","90,012",,100
N04海工_112學年度財務報告.pdf,業務發展費,,"1,300,000","1,300,000",,,"480,000","480,000",
N04海工_112學年度財務報告.pdf,延長照顧服務支出,,"159,722","159,722",,,"180,909","180,909",
N04海工_112學年度財務報告.pdf,其他支出,,"2,593,336","2,593,336",,,"1,219,083","1,219,083",
N04海工_112學年度財務報告.pdf,本期稅前餘絀,"(160,392)","322,225","482,617",(201),"(55,051)","85,302","140,353",(155)
N04海工_112學年度財務報告.pdf,所得稅費用,,,,,,,,
N04海工_112學年度財務報告.pdf,本期稅後餘絀,"$(160,392)","$322,225","$482,617",(201),"$(55,051)","$85,302","$140,353",(155)
