檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N01安溪_113學年度財務報告.pdf,5,現金及銀行存款,"$8,868,744",資產,113學年度,本年度,114年7月31日
N01安溪_113學年度財務報告.pdf,5,現金及銀行存款,"$9,654,314",資產,112學年度,前一年度,113年7月31日
N01安溪_113學年度財務報告.pdf,5,應收帳款淨額,"37,897",資產,113學年度,本年度,114年7月31日
N01安溪_113學年度財務報告.pdf,5,應收帳款淨額,"34,918",資產,112學年度,前一年度,113年7月31日
N01安溪_113學年度財務報告.pdf,5,預付款項,"44,201",資產,113學年度,本年度,114年7月31日
N01安溪_113學年度財務報告.pdf,5,預付款項,"51,068",資產,112學年度,前一年度,113年7月31日
N01安溪_113學年度財務報告.pdf,5,流動資產合計,"8,950,842",資產,113學年度,本年度,114年7月31日
N01安溪_113學年度財務報告.pdf,5,流動資產合計,"9,740,300",資產,112學年度,前一年度,113年7月31日
N01安溪_113學年度財務報告.pdf,5,資遣費準備金,"790,438",資產,113學年度,本年度,114年7月31日
N01安溪_113學年度財務報告.pdf,5,資遣費準備金,"713,906",資產,112學年度,前一年度,113年7月31日
N01安溪_113學年度財務報告.pdf,5,業務發展準備金,"13,699,844",資產,113學年度,本年度,114年7月31日
N01安溪_113學年度財務報告.pdf,5,業務發展準備金,"10,479,844",資產,112學年度,前一年度,113年7月31日
N01安溪_113學年度財務報告.pdf,5,代管財產,"2,572,979",資產,113學年度,本年度,114年7月31日
N01安溪_113學年度財務報告.pdf,5,代管財產,"3,030,018",資產,112學年度,前一年度,113年7月31日
N01安溪_113學年度財務報告.pdf,5,購置財產,"170,274",資產,113學年度,本年度,114年7月31日
N01安溪_113學年度財務報告.pdf,5,購置財產,"172,779",資產,112學年度,前一年度,113年7月31日
N01安溪_113學年度財務報告.pdf,5,存出保證金,"3,600",資產,113學年度,本年度,114年7月31日
N01安溪_113學年度財務報告.pdf,5,存出保證金,"3,600",資產,112學年度,前一年度,113年7月31日
N01安溪_113學年度財務報告.pdf,5,非流動資產合計,"17,237,135",資產,113學年度,本年度,114年7月31日
N01安溪_113學年度財務報告.pdf,5,非流動資產合計,"14,400,147",資產,112學年度,前一年度,113年7月31日
N01安溪_113學年度財務報告.pdf,5,資產總計,"$26,187,977",資產,113學年度,本年度,114年7月31日
