檔案名稱,報告學年度,項目,預算數,決算數,差異數,差異率,預決算檢查結果
N01安溪_113學年度財務報告.pdf,113學年度,人事費,"$ 13,712,011","$ 11,978,248","$(1,733,763)",(13),未超支
N01安溪_113學年度財務報告.pdf,113學年度,人事費,"12,609,911","11,811,907","(798,004)",(6),未超支
N01安溪_113學年度財務報告.pdf,113學年度,加班費,"1,025,568","89,809","(935,759)",(91),未超支
N01安溪_113學年度財務報告.pdf,113學年度,資遣費,"76,532","76,532",-,,
N01安溪_113學年度財務報告.pdf,113學年度,業務費,"809,400","382,209","(427,191)",(53),未超支
N01安溪_113學年度財務報告.pdf,113學年度,活動費,"115,000","56,435","(58,565)",(51),未超支
N01安溪_113學年度財務報告.pdf,113學年度,研習、進修,"36,000","16,000","(20,000)",(56),未超支
N01安溪_113學年度財務報告.pdf,113學年度,水費,"32,000","11,291","(20,709)",(65),未超支
N01安溪_113學年度財務報告.pdf,113學年度,電費,"264,000","128,387","(135,613)",(51),未超支
N01安溪_113學年度財務報告.pdf,113學年度,瓦斯費,"34,000","23,915","(10,085)",(30),未超支
N01安溪_113學年度財務報告.pdf,113學年度,保全,"60,000","24,000","(36,000)",(60),未超支
N01安溪_113學年度財務報告.pdf,113學年度,辦公文具,"24,000","2,881","(21,119)",(88),未超支
N01安溪_113學年度財務報告.pdf,113學年度,事務機器耗材,"65,000","40,460","(24,540)",(38),未超支
N01安溪_113學年度財務報告.pdf,113學年度,電話費（含 ADSL）,"54,000","34,787","(19,213)",(36),未超支
N01安溪_113學年度財務報告.pdf,113學年度,郵資,"8,400","1,809","(6,591)",(78),未超支
N01安溪_113學年度財務報告.pdf,113學年度,文宣費（一般文宣）,"10,000",-,"(10,000)",,
N01安溪_113學年度財務報告.pdf,113學年度,文宣費（園刊）,"30,000",-,"(30,000)",,
N01安溪_113學年度財務報告.pdf,113學年度,攝影照片,"10,000",-,"(10,000)",,
N01安溪_113學年度財務報告.pdf,113學年度,園務特支,"42,000","42,244",244,1,細項 20% 內勻支後，已符合勻支規定
N01安溪_113學年度財務報告.pdf,113學年度,差旅費,"25,000",-,"(25,000)",,
N01安溪_113學年度財務報告.pdf,113學年度,材料費,"2,096,400","1,890,864","(205,536)",(10),未超支
N01安溪_113學年度財務報告.pdf,113學年度,教保材料費,"288,000","181,092","(106,908)",(37),未超支
N01安溪_113學年度財務報告.pdf,113學年度,日常消耗用品,"72,000","47,419","(24,581)",(34),未超支
N01安溪_113學年度財務報告.pdf,113學年度,藥品費,"8,400","3,255","(5,145)",(61),未超支
N01安溪_113學年度財務報告.pdf,113學年度,餐點費,"1,728,000","1,659,098","(68,902)",(4),未超支
N01安溪_113學年度財務報告.pdf,113學年度,維護費,"143,000","106,064","(36,936)",(26),未超支
N01安溪_113學年度財務報告.pdf,113學年度,修繕購置費,"168,000","128,643","(39,357)",(23),未超支
N01安溪_113學年度財務報告.pdf,113學年度,雜支,"48,564","20,662","(27,902)",(57),未超支
N01安溪_113學年度財務報告.pdf,113學年度,行政管理費,"290,580","290,580",-,,未超支
N01安溪_113學年度財務報告.pdf,113學年度,合計,"$ 17,267,955","$ 14,797,270","$(2,470,685)",(14),
