檔案名稱,頁碼,報告學年度,科目,金額,原始年度標示
N10大觀_110學年度財務報告.pdf,6,110學年度,教保費收入,"$ 10,711,120",110
N10大觀_110學年度財務報告.pdf,6,110學年度,教保費收入減項,"(90,465)",110
N10大觀_110學年度財務報告.pdf,6,110學年度,延後托育收入淨額,"365,880",110
N10大觀_110學年度財務報告.pdf,6,110學年度,利息收入,"25,941",110
N10大觀_110學年度財務報告.pdf,6,110學年度,其他收入,"2,285,746",110
N10大觀_110學年度財務報告.pdf,6,110學年度,收入合計,"13,298,222",110
N10大觀_110學年度財務報告.pdf,6,110學年度,人事費,"8,041,532",110
N10大觀_110學年度財務報告.pdf,6,110學年度,業務費,"584,686",110
N10大觀_110學年度財務報告.pdf,6,110學年度,材料費,"1,402,811",110
N10大觀_110學年度財務報告.pdf,6,110學年度,維護費,"38,191",110
N10大觀_110學年度財務報告.pdf,6,110學年度,修繕購置費,"221,493",110
N10大觀_110學年度財務報告.pdf,6,110學年度,雜支,"8,683",110
N10大觀_110學年度財務報告.pdf,6,110學年度,行政管理費,"84,736",110
N10大觀_110學年度財務報告.pdf,6,110學年度,業務發展費,"116,000",110
N10大觀_110學年度財務報告.pdf,6,110學年度,延後托育支出,"325,602",110
N10大觀_110學年度財務報告.pdf,6,110學年度,其他支出,"2,285,746",110
N10大觀_110學年度財務報告.pdf,6,110學年度,支出合計,"13,109,480",110
N10大觀_110學年度財務報告.pdf,6,110學年度,本期稅前餘絀,"188,742",110
N10大觀_110學年度財務報告.pdf,6,110學年度,所得稅費用,"21,399",110
N10大觀_110學年度財務報告.pdf,6,110學年度,本期稅後餘絀,"$ 167,343",110
