檔案名稱,項目,110學年度預算數,110學年度決算數,110學年度決算與預算差異,110學年度執行率,109學年度預算數,109學年度決算數,109學年度決算與預算差異,109學年度執行率
N02山北_110學年度財務報告.pdf,研習、進修,"26,000","6,500","(19,500)",25,"26,000","1,400","(24,600)",5
N02山北_110學年度財務報告.pdf,水費,"26,000","11,079","(14,921)",43,"26,000","9,699","(16,301)",37
N02山北_110學年度財務報告.pdf,電費,"204,000","156,603","(47,397)",77,"204,000","128,393","(75,607)",63
N02山北_110學年度財務報告.pdf,瓦斯費,"32,000","11,895","(20,105)",37,"32,000","10,284","(21,716)",32
N02山北_110學年度財務報告.pdf,保全,"80,000","34,256","(45,744)",43,"80,000","31,500","(48,500)",39
N02山北_110學年度財務報告.pdf,辦公文具,"18,000","6,245","(11,755)",35,"18,000","2,913","(15,087)",16
N02山北_110學年度財務報告.pdf,事務機器耗材,"60,000","39,493","(20,507)",66,"60,000","48,946","(11,054)",82
N02山北_110學年度財務報告.pdf,電話費(含網路),"45,000","29,553","(15,447)",66,"45,000","28,617","(16,383)",64
N02山北_110學年度財務報告.pdf,郵資,"7,200","4,750","(2,450)",66,"7,200","3,098","(4,102)",43
N02山北_110學年度財務報告.pdf,文宣費(一般文宣),"10,000","1,670","(8,330)",17,"10,000",265,"(9,735)",3
N02山北_110學年度財務報告.pdf,文宣費(期刊),"22,000","10,000","(12,000)",45,"22,000",,"(22,000)",
N02山北_110學年度財務報告.pdf,攝影照片,"9,000","5,175","(3,825)",58,"9,000","1,840","(7,160)",20
N02山北_110學年度財務報告.pdf,園務特支,"39,000","46,776","7,776",120,"39,000","21,811","(17,189)",56
N02山北_110學年度財務報告.pdf,差旅費,"16,000",,"(16,000)",,"16,000",,"(16,000)",
N02山北_110學年度財務報告.pdf,材料費,"1,401,300","1,085,568","(315,732)",77,"1,401,300","905,342","(495,958)",65
N02山北_110學年度財務報告.pdf,教保材料費,"216,000","80,817","(135,183)",37,"216,000","60,770","(155,230)",28
N02山北_110學年度財務報告.pdf,日常消耗用品,"54,000","42,841","(11,159)",79,"54,000","26,722","(27,278)",49
N02山北_110學年度財務報告.pdf,藥品費,"6,300","5,641",(659),90,"6,300",747,"(5,553)",12
N02山北_110學年度財務報告.pdf,餐點費,"1,125,000","956,269","(168,731)",85,"1,125,000","817,103","(307,897)",73
N02山北_110學年度財務報告.pdf,維護費,"118,000","93,029","(24,971)",79,"118,000","54,041","(63,959)",46
N02山北_110學年度財務報告.pdf,水電修繕,"85,000","76,729","(8,271)",90,"85,000","41,241","(43,759)",49
N02山北_110學年度財務報告.pdf,園舍消毒、清潔,"25,000","15,500","(9,500)",62,"25,000","12,000","(13,000)",48
N02山北_110學年度財務報告.pdf,火險,"8,000",800,"(7,200)",10,"8,000",800,"(7,200)",10
N02山北_110學年度財務報告.pdf,修繕購置費,"126,000","50,201","(75,799)",40,"126,000","112,946","(13,054)",90
N02山北_110學年度財務報告.pdf,公共事務管理費,"45,966","14,400","(31,566)",31,"45,966","20,255","(25,711)",44
N02山北_110學年度財務報告.pdf,雜支,"41,352","3,850","(37,502)",9,"41,352","13,690","(27,662)",33
N02山北_110學年度財務報告.pdf,行政管理費,"125,430","125,430",,100,"125,430","125,430",,100
N02山北_110學年度財務報告.pdf,業務發展費,,"294,400","294,400",,,"1,199,000","1,199,000",
N02山北_110學年度財務報告.pdf,延後托育支出,,"333,635","333,635",,,"302,349","302,349",
N02山北_110學年度財務報告.pdf,其他支出,,"1,874,209","1,874,209",,,"895,990","895,990",
N02山北_110學年度財務報告.pdf,本期稅前餘絀,"(88,795)","1,090,311","1,179,106","(1,228)","88,069","(218,497)","(306,566)",(248)
N02山北_110學年度財務報告.pdf,所得稅費用,,"25,077","25,077",,,"12,592","12,592",
N02山北_110學年度財務報告.pdf,本期稅後餘絀,"$(88,795)","$1,065,234","$1,154,029","(1,200)","$88,069","$(231,089)","$(319,158)",(262)
