檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N02山北_110學年度財務報告.pdf,5,負債及餘絀總計,"$ 10,482,506",負債及淨值,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,應付票據,"$ 62,298",負債及淨值,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,應付帳款,"39,571",負債及淨值,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,其他應付款,"1,403,423",負債及淨值,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,預收款項,"2,083,021",負債及淨值,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,流動負債合計,"3,588,313",負債及淨值,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,資遣費準備,"210,760",負債及淨值,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,業務發展準備,"4,162,323",負債及淨值,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,應付代管財產,"735,827",負債及淨值,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,應付購置財產,"58,830",負債及淨值,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,非流動負債合計,"5,167,740",負債及淨值,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,負債總額,"8,756,053",負債及淨值,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,累積餘絀,"939,043",負債及淨值,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,本期餘絀,"(231,089)",負債及淨值,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,餘絀總額,"707,954",負債及淨值,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,負債及餘絀總計,"$ 9,464,007",負債及淨值,109學年度,前一年度,110年7月31日
