檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N02山北_110學年度財務報告.pdf,5,現金及銀行存款,"$ 4,776,291",資產,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,應收帳款淨額,"4,599",資產,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,其他應收款,"163,800",資產,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,預付款項,800,資產,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,其他流動資產,281,資產,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,流動資產合計,"4,945,771",資產,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,資遣費準備金,"256,056",資產,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,業務發展準備金,"4,456,723",資產,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,代管財產,"735,827",資產,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,購置財產,"88,129",資產,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,非流動資產合計,"5,536,735",資產,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,資產總計,"$ 10,482,506",資產,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,現金及銀行存款,"$ 4,282,870",資產,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,應收帳款淨額,-,資產,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,其他應收款,"1,605",資產,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,預付款項,"9,185",資產,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,其他流動資產,"2,607",資產,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,流動資產合計,"4,296,267",資產,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,資遣費準備金,"210,760",資產,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,業務發展準備金,"4,162,323",資產,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,代管財產,"735,827",資產,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,購置財產,"58,830",資產,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,非流動資產合計,"5,167,740",資產,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,資產總計,"$ 9,464,007",資產,109學年度,前一年度,110年7月31日
N02山北_110學年度財務報告.pdf,5,應付票據,"$ 1,299",負債及淨值,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,應付帳款,"1,529",負債及淨值,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,其他應付款,"1,134,952",負債及淨值,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,預收款項,"2,034,803",負債及淨值,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,流動負債合計,"3,172,583",負債及淨值,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,資遣費準備,"256,056",負債及淨值,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,業務發展準備,"4,456,723",負債及淨值,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,應付代管財產,"735,827",負債及淨值,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,應付購置財產,"88,129",負債及淨值,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,非流動負債合計,"5,536,735",負債及淨值,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,負債總額,"8,709,318",負債及淨值,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,累積餘絀,"707,954",負債及淨值,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,本期餘絀,"1,065,234",負債及淨值,110學年度,本年度,111年7月31日
N02山北_110學年度財務報告.pdf,5,餘絀總額,"1,773,188",負債及淨值,110學年度,本年度,111年7月31日
