檔案名稱,頁碼,報告學年度,科目,金額,原始年度標示
N08鷺江_112學年度財務報告.pdf,6,112學年度,教保費收入,"11,397,036",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,教保費收入減項,"(166,087)",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,延長照顧服務收入淨額,"219,505",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,利息收入,"107,460",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,其他收入,"5,003,631",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,收入合計,"16,561,545",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,人事費,"6,549,857",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,業務費,"481,885",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,材料費,"1,263,486",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,維護費,"122,799",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,修繕購置費,"135,491",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,雜支,390,112
N08鷺江_112學年度財務報告.pdf,6,112學年度,行政管理費,"241,682",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,業務發展費,"2,729,845",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,延長照顧服務支出,"113,754",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,其他支出,"5,003,631",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,支出合計,"16,642,820",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,本期稅前餘絀,"(81,275)",112
N08鷺江_112學年度財務報告.pdf,6,112學年度,所得稅費用,-,112
N08鷺江_112學年度財務報告.pdf,6,112學年度,本期稅後餘絀,"$(81,275)",112
