檔案名稱,報告學年度,項目,預算數,決算數,差異數,差異率,預決算檢查結果
N08鷺江_112學年度財務報告.pdf,112學年度,人事費,"$ 8,837,758","$ 6,549,857","$(2,287,901)",(26),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,人事費,"8,116,399","6,407,774","(1,708,625)",(21),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,加班費,"671,268","91,992","(579,276)",(86),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,資遣費,"50,091","50,091",,,
N08鷺江_112學年度財務報告.pdf,112學年度,業務費,"819,400","481,885","(337,515)",(41),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,活動費,"115,000","62,027","(52,973)",(46),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,研習、進修,"26,000","19,619","(6,381)",(25),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,水費,"32,000","36,115","4,115",13,細項 20%內勻支後，已符合勻支規定
N08鷺江_112學年度財務報告.pdf,112學年度,電費,"264,000","180,115","(83,885)",(32),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,瓦斯費,"34,000","17,375","(16,625)",(49),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,保全,"80,000","25,200","(54,800)",(69),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,辦公文具,"24,000","14,507","(9,493)",(40),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,事務機器耗材,"65,000","24,960","(40,040)",(62),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,電話費(含 ADSL),"54,000","49,274","(4,726)",(9),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,郵資,"8,400","4,385","(4,015)",(48),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,文宣費(一般文宣),"10,000","3,045","(6,955)",(70),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,文宣費(園刊),"30,000","7,118","(22,882)",(76),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,攝影照片,"10,000",-,"(10,000)",-,
N08鷺江_112學年度財務報告.pdf,112學年度,園務特支,"42,000","38,145","(3,855)",(9),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,差旅費,"25,000",-,"(25,000)",-,
N08鷺江_112學年度財務報告.pdf,112學年度,材料費,"1,597,420","1,263,486","(333,934)",(21),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,教保材料費,"254,400","195,478","(58,922)",(23),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,日常消耗用品,"63,600","48,191","(15,409)",(24),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,藥品費,"7,420","3,562","(3,858)",(52),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,餐點費,"1,272,000","1,016,255","(255,745)",(20),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,維護費,"143,000","122,799","(20,201)",(14),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,修繕購置費,"148,400","135,491","(12,909)",(9),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,雜支,"49,164",390,"(48,774)",(99),未超支
N08鷺江_112學年度財務報告.pdf,112學年度,行政管理費,"241,682","241,682",-,-,未超支
N08鷺江_112學年度財務報告.pdf,112學年度,合計,"$ 11,836,824","$ 8,795,590","$(3,041,234)",(26),
