檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N05漢翔_111學年度財務報告.pdf,5,購置財產,"355,293",資產,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,購置財產,"338,493",資產,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,存出保證金,"15,000",資產,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,存出保證金,"15,000",資產,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,非流動資產合計,"7,730,713",資產,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,非流動資產合計,"7,681,345",資產,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,資產總計,"$12,882,843",資產,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,資產總計,"$12,286,520",資產,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,應付帳款,"$21,915",負債及淨值,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,應付帳款,"$17,254",負債及淨值,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,其他應付款,"1,366,775",負債及淨值,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,其他應付款,"1,009,356",負債及淨值,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,預收款項,"2,088,983",負債及淨值,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,預收款項,"2,010,759",負債及淨值,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,流動負債合計,"3,477,673",負債及淨值,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,流動負債合計,"3,037,369",負債及淨值,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,資遣費準備,"263,748",負債及淨值,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,資遣費準備,"222,828",負債及淨值,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,業務發展準備,"6,409,100",負債及淨值,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,業務發展準備,"5,664,300",負債及淨值,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,應付代管財產,"687,572",負債及淨值,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,應付代管財產,"1,440,724",負債及淨值,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,應付購置財產,"355,293",負債及淨值,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,應付購置財產,"338,493",負債及淨值,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,非流動負債合計,"7,715,713",負債及淨值,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,非流動負債合計,"7,666,345",負債及淨值,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,負債總額,"11,193,386",負債及淨值,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,負債總額,"10,703,714",負債及淨值,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,累積餘絀,"1,582,806",負債及淨值,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,累積餘絀,"790,799",負債及淨值,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,本期餘絀,"106,651",負債及淨值,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,本期餘絀,"792,007",負債及淨值,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,餘絀總額,"1,689,457",負債及淨值,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,餘絀總額,"1,582,806",負債及淨值,110學年度,前一年度,111年7月31日
N05漢翔_111學年度財務報告.pdf,5,負債及餘絀總計,"$12,882,843",負債及淨值,111學年度,本年度,112年7月31日
N05漢翔_111學年度財務報告.pdf,5,負債及餘絀總計,"$12,286,520",負債及淨值,110學年度,前一年度,111年7月31日
