檔案名稱,頁碼,報告學年度,科目,金額,原始年度標示
N05漢翔_111學年度財務報告.pdf,6,111學年度,教保費收入,"9,024,121",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,教保費收入減項,"(41,192)",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,延後托育收入淨額,"490,290",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,利息收入,"39,517",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,其他收入,"2,463,788",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,收入合計,"11,976,524",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,人事費,"6,412,661",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,業務費,"412,723",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,材料費,"1,086,820",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,維護費,"147,265",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,修繕購置費,"46,170",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,雜支,"34,343",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,行政管理費,"112,681",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,業務發展費,"744,800",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,延後托育支出,"408,622",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,其他支出,"2,463,788",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,支出合計,"11,869,873",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,本期稅前餘絀,"106,651",111
N05漢翔_111學年度財務報告.pdf,6,111學年度,所得稅費用,-,111
N05漢翔_111學年度財務報告.pdf,6,111學年度,本期稅後餘絀,"$ 106,651",111
