檔案名稱,項目,111學年度預算數,111學年度決算數,111學年度決算與預算差異,111學年度執行率,110學年度預算數,110學年度決算數,110學年度決算與預算差異,110學年度執行率
N08鷺江_111學年度財務報告.pdf,研習、進修,"26,000","23,055","(2,945)",89,"26,000","11,576","(14,424)",45
N08鷺江_111學年度財務報告.pdf,水費,"32,000","19,256","(12,744)",60,"32,000","34,905","2,905",109
N08鷺江_111學年度財務報告.pdf,電費,"264,000","169,860","(94,140)",64,"264,000","160,885","(103,115)",61
N08鷺江_111學年度財務報告.pdf,瓦斯費,"34,000","18,590","(15,410)",55,"34,000","20,540","(13,460)",60
N08鷺江_111學年度財務報告.pdf,保全,"80,000","25,200","(54,800)",32,"80,000","25,200","(54,800)",32
N08鷺江_111學年度財務報告.pdf,辦公文具,"24,000","4,932","(19,068)",21,"24,000","14,032","(9,968)",58
N08鷺江_111學年度財務報告.pdf,事務機器耗材,"65,000","33,025","(31,975)",51,"65,000","46,998","(18,002)",72
N08鷺江_111學年度財務報告.pdf,電話費(含網路),"54,000","44,912","(9,088)",83,"54,000","53,805",(195),100
N08鷺江_111學年度財務報告.pdf,郵費,"8,400","4,125","(4,275)",49,"8,400","9,926","1,526",118
N08鷺江_111學年度財務報告.pdf,文宣費(一般文宣),"10,000","3,710","(6,290)",37,"10,000","9,828",(172),98
N08鷺江_111學年度財務報告.pdf,文宣費(園刊),"30,000",,"(30,000)",,"30,000",,"(30,000)",
N08鷺江_111學年度財務報告.pdf,攝影照片,"10,000",,"(10,000)",,"10,000",,"(10,000)",
N08鷺江_111學年度財務報告.pdf,園務特支,"42,000","34,865","(7,135)",83,"42,000","18,668","(23,332)",44
N08鷺江_111學年度財務報告.pdf,差旅費,"25,000",,"(25,000)",,"25,000",,"(25,000)",
N08鷺江_111學年度財務報告.pdf,材料費,"1,597,420","1,126,007","(471,413)",70,"1,597,420","1,222,323","(375,097)",77
N08鷺江_111學年度財務報告.pdf,教保材料費,"254,400","164,774","(89,626)",65,"254,400","108,866","(145,534)",43
N08鷺江_111學年度財務報告.pdf,日常消耗用品,"63,600","51,560","(12,040)",81,"63,600","53,562","(10,038)",84
N08鷺江_111學年度財務報告.pdf,藥品費,"7,420","2,915","(4,505)",39,"7,420","1,756","(5,664)",24
N08鷺江_111學年度財務報告.pdf,餐點費,"1,272,000","906,758","(365,242)",71,"1,272,000","1,058,139","(213,861)",83
N08鷺江_111學年度財務報告.pdf,維護費,"143,000","108,915","(34,085)",76,"143,000","73,357","(69,643)",51
N08鷺江_111學年度財務報告.pdf,修繕費,"110,000","87,405","(22,595)",79,"110,000","63,587","(46,413)",58
N08鷺江_111學年度財務報告.pdf,園舍消毒、清潔,"25,000","20,350","(4,650)",81,"25,000","8,465","(16,535)",34
N08鷺江_111學年度財務報告.pdf,火險,"8,000","1,160","(6,840)",15,"8,000","1,305","(6,695)",16
N08鷺江_111學年度財務報告.pdf,修繕購置費,"148,400","153,431","5,031",103,"148,400","139,375","(9,025)",94
N08鷺江_111學年度財務報告.pdf,雜支,"49,164","1,310","(47,854)",3,"49,164","6,077","(43,087)",12
N08鷺江_111學年度財務報告.pdf,行政管理費,"241,682","241,682",,100,"241,682","241,682",,100
N08鷺江_111學年度財務報告.pdf,業務發展費,,"1,573,640","1,573,640",,,"836,278","836,278",
N08鷺江_111學年度財務報告.pdf,延後托育支出,,"134,092","134,092",,,"96,196","96,196",
N08鷺江_111學年度財務報告.pdf,其他支出,,"2,616,558","2,616,558",,,"2,217,058","2,217,058",
N08鷺江_111學年度財務報告.pdf,呆帳損失,,,,,,"11,833","11,833",
N08鷺江_111學年度財務報告.pdf,本期稅前餘絀,"95,675","456,219","360,544",477,"312,155","1,558,273","1,246,118",499
N08鷺江_111學年度財務報告.pdf,所得稅費用,,,,,,"1,927","1,927",
N08鷺江_111學年度財務報告.pdf,本期稅後餘絀,"$ 95,675","$ 456,219","$ 360,544",477,"$ 312,155","$ 1,556,346","$ 1,244,191",499
