檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N08鷺江_111學年度財務報告.pdf,5,現金及銀行存款,"$ 5,697,457",資產,111學年度,本年度,112年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,現金及銀行存款,"$ 4,995,159",資產,110學年度,前一年度,111年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,應收帳款淨額,"25,121",資產,111學年度,本年度,112年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,應收帳款淨額,"19,660",資產,110學年度,前一年度,111年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,其他應收款,"175,405",資產,111學年度,本年度,112年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,其他應收款,"529,319",資產,110學年度,前一年度,111年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,預付款項,"7,350",資產,111學年度,本年度,112年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,預付款項,"9,705",資產,110學年度,前一年度,111年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,流動資產合計,"5,905,333",資產,111學年度,本年度,112年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,流動資產合計,"5,553,843",資產,110學年度,前一年度,111年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,資遣費準備金,"216,452",資產,111學年度,本年度,112年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,資遣費準備金,"191,999",資產,110學年度,前一年度,111年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,業務發展準備金,"6,550,652",資產,111學年度,本年度,112年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,業務發展準備金,"4,977,012",資產,110學年度,前一年度,111年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,代管財產,"1,354,972",資產,111學年度,本年度,112年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,代管財產,"1,562,257",資產,110學年度,前一年度,111年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,購置財產,"264,893",資產,111學年度,本年度,112年 7月 31日
N08鷺江_111學年度財務報告.pdf,5,購置財產,"222,968",資產,110學年度,前一年度,111年 7月 31日
