檔案名稱,頁碼,報告學年度,科目,金額,原始年度標示
N08鷺江_111學年度財務報告.pdf,6,111學年度,教保費收入,"11,365,099",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,教保費收入減項,"(61,408)",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,延後托育收入淨額,"254,145",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,利息收入,"35,454",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,其他收入,"2,616,558",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,收入合計,"14,209,848",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,人事費,"7,382,340",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,業務費,"415,654",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,材料費,"1,126,007",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,維護費,"108,915",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,修繕購置費,"153,431",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,雜支,"1,310",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,行政管理費,"241,682",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,業務發展費,"1,573,640",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,延後托育支出,"134,092",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,其他支出,"2,616,558",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,支出合計,"13,753,629",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,本期稅前餘絀,"456,219",111
N08鷺江_111學年度財務報告.pdf,6,111學年度,所得稅費用,-,111
N08鷺江_111學年度財務報告.pdf,6,111學年度,本期稅後餘絀,"456,219",111
