檔案名稱,分類,財產編號,登錄號分號,財產名稱,原始價值,數量,帳面價值,使用年限,購置日期
N08鷺江_111學年度財務報告.pdf,,501010706,000001,冷凍庫,"28,000",1,"9,520",8,106/08/10
N08鷺江_111學年度財務報告.pdf,,501011007,000001,電鍋,"13,000",1,130,5,106/08/10
N08鷺江_111學年度財務報告.pdf,,501011017,000001,瓦斯爐,"15,319",1,153,3,106/08/02
N08鷺江_111學年度財務報告.pdf,,501011017,000002,瓦斯爐,"21,884",1,219,3,106/08/02
N08鷺江_111學年度財務報告.pdf,,501011019,000046,飲水機,"42,000",1,420,3,106/07/20
N08鷺江_111學年度財務報告.pdf,,501011019,000048,飲水機,"16,194",1,"13,077",3,111/05/10
N08鷺江_111學年度財務報告.pdf,,501011040,000001,開水機,"26,261",1,263,3,106/08/02
N08鷺江_111學年度財務報告.pdf,,501011066A,000001,油煙罩,"43,768",1,"20,659",10,106/08/02
N08鷺江_111學年度財務報告.pdf,,501030101B,000014,桌,"12,071",1,121,5,106/08/07
N08鷺江_111學年度財務報告.pdf,,501030101B,000015,桌,"12,071",1,121,5,106/08/07
N08鷺江_111學年度財務報告.pdf,,501030101B,000016,桌,"12,071",1,121,5,106/08/07
N08鷺江_111學年度財務報告.pdf,,501030201,000037,櫃檯,"11,171",1,"5,272",10,106/08/07
N08鷺江_111學年度財務報告.pdf,,501030201,000038,櫃檯,"11,171",1,"5,272",10,106/08/07
N08鷺江_111學年度財務報告.pdf,,501030201,000039,櫃檯,"14,508",1,"6,849",10,106/08/07
N08鷺江_111學年度財務報告.pdf,,501030201,000040,櫃檯,"14,508",1,"6,849",10,106/08/07
N08鷺江_111學年度財務報告.pdf,,501030201,000041,櫃檯,"10,881",1,"5,137",10,106/08/07
N08鷺江_111學年度財務報告.pdf,,501030201,000042,櫃檯,"10,881",1,"5,137",10,106/08/07
N08鷺江_111學年度財務報告.pdf,,501030201,000043,櫃檯,"10,881",1,"5,137",10,106/08/07
N08鷺江_111學年度財務報告.pdf,,501030201,000044,櫃檯,"13,202",1,"6,231",10,106/08/07
N08鷺江_111學年度財務報告.pdf,,501030301B,000011,櫥櫃,"13,130",1,131,5,106/08/02
N08鷺江_111學年度財務報告.pdf,,501030301B,000012,櫥櫃,"13,130",1,131,5,106/08/02
N08鷺江_111學年度財務報告.pdf,,501030402,000003,椅凳,"14,210",1,142,5,106/08/07
N08鷺江_111學年度財務報告.pdf,,501030402,000004,椅凳,"14,210",1,142,5,106/08/07
N08鷺江_111學年度財務報告.pdf,,501030402,000005,椅凳,"14,210",1,142,5,106/08/07
