檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N07北大_112學年度財務報告.pdf,5,現金及銀行存款,"$ 9,280,051",資產,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,應收帳款淨額,"77,421",資產,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,其他應收款,"4,574",資產,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,預付款項,"11,126",資產,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,流動資產合計,"9,373,172",資產,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,資遣費準備金,"449,139",資產,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,業務發展準備金,"5,859,000",資產,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,代管財產,"1,929,317",資產,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,購置財產,"519,345",資產,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,非流動資產合計,"8,756,801",資產,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,資產總計,"$ 18,129,973",資產,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,現金及銀行存款,"$ 8,778,113",資產,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,應收帳款淨額,"110,490",資產,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,其他應收款,"1,472",資產,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,預付款項,"42,920",資產,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,流動資產合計,"8,932,995",資產,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,資遣費準備金,"354,383",資產,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,業務發展準備金,"4,087,000",資產,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,代管財產,"2,329,996",資產,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,購置財產,"491,345",資產,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,非流動資產合計,"7,262,724",資產,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,資產總計,"$ 16,195,719",資產,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,其他應付款,"$ 2,338,395",負債及淨值,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,預收款項,"4,846,095",負債及淨值,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,其他流動負債,"65,407",負債及淨值,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,流動負債合計,"7,249,897",負債及淨值,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,資遣費準備,"449,139",負債及淨值,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,業務發展準備,"5,859,000",負債及淨值,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,應付代管財產,"1,929,317",負債及淨值,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,應付購置財產,"519,345",負債及淨值,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,非流動負債合計,"8,756,801",負債及淨值,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,負債總額,"16,006,698",負債及淨值,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,累積餘絀,"2,175,121",負債及淨值,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,本期餘絀,"(51,846)",負債及淨值,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,餘絀總額,"2,123,275",負債及淨值,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,負債及餘絀總計,"$ 18,129,973",負債及淨值,112學年度,本年度,113 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,其他應付款,"$ 2,290,402",負債及淨值,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,預收款項,"4,416,875",負債及淨值,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,其他流動負債,"50,597",負債及淨值,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,流動負債合計,"6,757,874",負債及淨值,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,資遣費準備,"354,383",負債及淨值,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,業務發展準備,"4,087,000",負債及淨值,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,應付代管財產,"2,329,996",負債及淨值,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,應付購置財產,"491,345",負債及淨值,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,非流動負債合計,"7,262,724",負債及淨值,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,負債總額,"14,020,598",負債及淨值,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,累積餘絀,"1,652,483",負債及淨值,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,本期餘絀,"522,638",負債及淨值,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,餘絀總額,"2,175,121",負債及淨值,111學年度,前一年度,112 年 7 月 31 日
N07北大_112學年度財務報告.pdf,5,負債及餘絀總計,"$ 16,195,719",負債及淨值,111學年度,前一年度,112 年 7 月 31 日
