檔案名稱,報告學年度,項目,預算數,決算數,差異數,差異率,預決算檢查結果
N09安興_112學年度財務報告.pdf,112學年度,人事費,"5,268,163","3,361,395","(1,906,768)",36,未超支
N09安興_112學年度財務報告.pdf,112學年度,人事費,"4,838,073","3,274,343","(1,563,730)",32,未超支
N09安興_112學年度財務報告.pdf,112學年度,加班費,"400,224","57,186","(343,038)",86,未超支
N09安興_112學年度財務報告.pdf,112學年度,資遣費,"29,866","29,866",,,
N09安興_112學年度財務報告.pdf,112學年度,業務費,"568,000","356,119","(211,881)",37,未超支
N09安興_112學年度財務報告.pdf,112學年度,活動費,"75,000","33,509","(41,491)",55,未超支
N09安興_112學年度財務報告.pdf,112學年度,研習、進修,"16,000","11,000","(5,000)",31,未超支
N09安興_112學年度財務報告.pdf,112學年度,水費,"20,000","4,485","(15,515)",78,未超支
N09安興_112學年度財務報告.pdf,112學年度,電費,"144,000","150,861","6,861",5,細項 20%內勻支後，已符合勻支規定
N09安興_112學年度財務報告.pdf,112學年度,瓦斯費,"30,000","10,845","(19,155)",64,未超支
N09安興_112學年度財務報告.pdf,112學年度,保全,"80,000","20,790","(59,210)",74,未超支
N09安興_112學年度財務報告.pdf,112學年度,辦公文具,"12,000","6,233","(5,767)",48,未超支
N09安興_112學年度財務報告.pdf,112學年度,事務機器耗材,"55,000","34,698","(20,302)",37,未超支
N09安興_112學年度財務報告.pdf,112學年度,電話費(含ADSL),"36,000","36,609",609,2,細項 20%內勻支後，已符合勻支規定
N09安興_112學年度財務報告.pdf,112學年度,郵資,"6,000","2,762","(3,238)",54,未超支
N09安興_112學年度財務報告.pdf,112學年度,文宣費(一般文宣),"10,000","8,500","(1,500)",15,未超支
N09安興_112學年度財務報告.pdf,112學年度,文宣費(園刊),"25,000","14,087","(10,913)",44,未超支
N09安興_112學年度財務報告.pdf,112學年度,攝影照片,"8,000","8,000",,,未超支
N09安興_112學年度財務報告.pdf,112學年度,園務特支,"36,000","13,740","(22,260)",62,未超支
N09安興_112學年度財務報告.pdf,112學年度,差旅費,"15,000",,"(15,000)",,
N09安興_112學年度財務報告.pdf,112學年度,材料費,"904,200","868,837","(35,363)",4,未超支
N09安興_112學年度財務報告.pdf,112學年度,教保材料費,"144,000","127,721","(16,279)",11,未超支
N09安興_112學年度財務報告.pdf,112學年度,日常消耗用品,"36,000","26,047","(9,953)",28,未超支
N09安興_112學年度財務報告.pdf,112學年度,藥品費,"4,200","2,202","(1,998)",48,未超支
N09安興_112學年度財務報告.pdf,112學年度,餐點費,"720,000","712,867","(7,133)",1,未超支
N09安興_112學年度財務報告.pdf,112學年度,維護費,"93,000","87,109","(5,891)",6,未超支
N09安興_112學年度財務報告.pdf,112學年度,修繕購置費,"84,000","67,046","(16,954)",20,未超支
N09安興_112學年度財務報告.pdf,112學年度,公共事務管理費,"120,000","71,860","(48,140)",40,未超支
N09安興_112學年度財務報告.pdf,112學年度,雜支,"34,080","8,923","(25,157)",74,未超支
N09安興_112學年度財務報告.pdf,112學年度,行政管理費,"147,220","147,220",,,未超支
N09安興_112學年度財務報告.pdf,112學年度,合計,"7,218,663","4,968,509","(2,250,154)",31,
