檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N09安興_112學年度財務報告.pdf,5,非流動資產合計,"4,857,945",資產,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,資產總計,"$11,035,497",資產,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,資產總計,"$9,231,968",資產,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,應付帳款,"$32,173",負債及淨值,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,應付帳款,"$38,111",負債及淨值,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,其他應付款,"1,099,432",負債及淨值,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,其他應付款,"1,160,516",負債及淨值,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,預收款項,"1,596,474",負債及淨值,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,預收款項,"1,484,908",負債及淨值,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,流動負債合計,"2,728,079",負債及淨值,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,流動負債合計,"2,683,535",負債及淨值,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,資產費準備,"150,459",負債及淨值,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,資產費準備,"135,733",負債及淨值,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,業務發展準備,"5,305,000",負債及淨值,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,業務發展準備,"3,375,000",負債及淨值,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,應付代管財產,"958,198",負債及淨值,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,應付代管財產,"1,220,512",負債及淨值,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,應付購置財產,"126,700",負債及淨值,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,應付購置財產,"126,700",負債及淨值,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,非流動負債合計,"6,540,357",負債及淨值,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,非流動負債合計,"4,857,945",負債及淨值,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,負債總額,"9,268,436",負債及淨值,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,負債總額,"7,541,480",負債及淨值,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,累積餘絀,"1,690,488",負債及淨值,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,累積餘絀,"1,448,836",負債及淨值,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,本期餘絀,"76,573",負債及淨值,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,本期餘絀,"241,652",負債及淨值,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,餘絀總額,"1,767,061",負債及淨值,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,餘絀總額,"1,690,488",負債及淨值,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,負債及餘絀總計,"$11,035,497",負債及淨值,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,負債及餘絀總計,"$9,231,968",負債及淨值,111學年度,前一年度,112年7月31日
