檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N09安興_112學年度財務報告.pdf,5,現金及銀行存款,"$4,398,152",資產,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,現金及銀行存款,"$3,830,890",資產,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,應收帳款淨額,"61,256",資產,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,應收帳款淨額,"501,236",資產,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,其他應收款,,資產,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,其他應收款,"2,077",資產,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,預付款項,"32,426",資產,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,預付款項,"39,820",資產,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,其他流動資產,"3,306",資產,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,其他流動資產,,資產,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,流動資產合計,"4,495,140",資產,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,流動資產合計,"4,374,023",資產,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,資產費準備金,"150,459",資產,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,資產費準備金,"135,733",資產,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,業務發展準備金,"5,305,000",資產,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,業務發展準備金,"3,375,000",資產,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,代管財產,"958,198",資產,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,代管財產,"1,220,512",資產,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,購置財產,"126,700",資產,112學年度,本年度,113年7月31日
N09安興_112學年度財務報告.pdf,5,購置財產,"126,700",資產,111學年度,前一年度,112年7月31日
N09安興_112學年度財務報告.pdf,5,非流動資產合計,"6,540,357",資產,112學年度,本年度,113年7月31日
