檔案名稱,頁碼,報告學年度,科目,金額,原始年度標示
N09安興_112學年度財務報告.pdf,6,112學年度,教保費收入,"6,873,638",112
N09安興_112學年度財務報告.pdf,6,112學年度,教保費收入減項,"(165,993)",112
N09安興_112學年度財務報告.pdf,6,112學年度,延長照顧服務收入淨額,"481,110",112
N09安興_112學年度財務報告.pdf,6,112學年度,利息收入,"77,347",112
N09安興_112學年度財務報告.pdf,6,112學年度,其他收入,"2,611,976",112
N09安興_112學年度財務報告.pdf,6,112學年度,收入合計,"9,878,078",112
N09安興_112學年度財務報告.pdf,6,112學年度,人事費,"3,361,395",112
N09安興_112學年度財務報告.pdf,6,112學年度,業務費,"356,119",112
N09安興_112學年度財務報告.pdf,6,112學年度,材料費,"868,837",112
N09安興_112學年度財務報告.pdf,6,112學年度,維護費,"87,109",112
N09安興_112學年度財務報告.pdf,6,112學年度,修繕購置費,"67,046",112
N09安興_112學年度財務報告.pdf,6,112學年度,公共事務管理費,"71,860",112
N09安興_112學年度財務報告.pdf,6,112學年度,雜支,"8,923",112
N09安興_112學年度財務報告.pdf,6,112學年度,行政管理費,"147,220",112
N09安興_112學年度財務報告.pdf,6,112學年度,業務發展費,"1,930,000",112
N09安興_112學年度財務報告.pdf,6,112學年度,延長照顧服務支出,"291,020",112
N09安興_112學年度財務報告.pdf,6,112學年度,其他支出,"2,611,976",112
N09安興_112學年度財務報告.pdf,6,112學年度,支出合計,"9,801,505",112
N09安興_112學年度財務報告.pdf,6,112學年度,本期稅前餘絀,"76,573",112
N09安興_112學年度財務報告.pdf,6,112學年度,所得稅費用,-,112
N09安興_112學年度財務報告.pdf,6,112學年度,本期稅後餘絀,"76,573",112
