檔案名稱,頁碼,報告學年度,科目,金額,原始年度標示
N02山北_113學年度財務報告.pdf,6,113學年度,教保費收入,"14,066,000",113
N02山北_113學年度財務報告.pdf,6,113學年度,教保費收入減項,"(50,562)",113
N02山北_113學年度財務報告.pdf,6,113學年度,延長照顧服務收入淨額,"106,755",113
N02山北_113學年度財務報告.pdf,6,113學年度,利息收入,"92,442",113
N02山北_113學年度財務報告.pdf,6,113學年度,其他收入,"1,652,090",113
N02山北_113學年度財務報告.pdf,6,113學年度,收入合計,"15,866,725",113
N02山北_113學年度財務報告.pdf,6,113學年度,人事費,"9,040,242",113
N02山北_113學年度財務報告.pdf,6,113學年度,業務費,"485,428",113
N02山北_113學年度財務報告.pdf,6,113學年度,材料費,"1,120,241",113
N02山北_113學年度財務報告.pdf,6,113學年度,維護費,"44,629",113
N02山北_113學年度財務報告.pdf,6,113學年度,修繕購置費,"288,508",113
N02山北_113學年度財務報告.pdf,6,113學年度,公共事務管理費,"21,756",113
N02山北_113學年度財務報告.pdf,6,113學年度,雜支,"4,794",113
N02山北_113學年度財務報告.pdf,6,113學年度,行政管理費,"222,612",113
N02山北_113學年度財務報告.pdf,6,113學年度,業務發展費,"2,204,787",113
N02山北_113學年度財務報告.pdf,6,113學年度,延長照顧服務支出,"106,755",113
N02山北_113學年度財務報告.pdf,6,113學年度,其他支出,"1,652,090",113
N02山北_113學年度財務報告.pdf,6,113學年度,支出合計,"15,191,842",113
N02山北_113學年度財務報告.pdf,6,113學年度,本期稅前餘絀,"674,883",113
N02山北_113學年度財務報告.pdf,6,113學年度,所得稅費用,-,113
N02山北_113學年度財務報告.pdf,6,113學年度,本期稅後餘絀,"674,883",113
