檔案名稱,年度,年度類別,檢查項目,左方,右方,結果
N02山北_113學年度財務報告.pdf,113學年度,本年度,流動資產合計+非流動資產合計=資產總計,16869798,16869798,通過
N02山北_113學年度財務報告.pdf,112學年度,前一年度,流動資產合計+非流動資產合計=資產總計,14224642,14224642,通過
N02山北_113學年度財務報告.pdf,113學年度,本年度,流動負債合計+非流動負債合計=負債總額,14356706,14356706,通過
N02山北_113學年度財務報告.pdf,113學年度,本年度,累積餘絀+本期餘絀=餘絀總額,2513092,2513092,通過
N02山北_113學年度財務報告.pdf,113學年度,本年度,負債總額+餘絀總額=負債及餘絀總計,16869798,16869798,通過
N02山北_113學年度財務報告.pdf,112學年度,前一年度,流動負債合計+非流動負債合計=負債總額,12386433,12386433,通過
N02山北_113學年度財務報告.pdf,112學年度,前一年度,累積餘絀+本期餘絀=餘絀總額,1838209,1838209,通過
N02山北_113學年度財務報告.pdf,112學年度,前一年度,負債總額+餘絀總額=負債及餘絀總計,14224642,14224642,通過
