檔案名稱,報告學年度,項目,預算數,決算數,差異數,差異率,預決算檢查結果
N02山北_113學年度財務報告.pdf,113學年度,人事費,"$ 10,081,983","$ 9,040,242","$(1,041,741)",(10),未超支
N02山北_113學年度財務報告.pdf,113學年度,人事費,"9,270,936","8,524,181","(746,755)",(8),未超支
N02山北_113學年度財務報告.pdf,113學年度,加班費,"754,728","459,742","(294,986)",(39),未超支
N02山北_113學年度財務報告.pdf,113學年度,資遣費,"56,319","56,319",-,,
N02山北_113學年度財務報告.pdf,113學年度,業務費,"723,700","485,428","(238,272)",(33),未超支
N02山北_113學年度財務報告.pdf,113學年度,活動費,"95,000","82,043","(12,957)",(14),未超支
N02山北_113學年度財務報告.pdf,113學年度,研習、進修,"26,000","10,800","(15,200)",(58),未超支
N02山北_113學年度財務報告.pdf,113學年度,水費,"26,000","11,706","(14,294)",(55),未超支
N02山北_113學年度財務報告.pdf,113學年度,電費,"229,000","213,390","(15,610)",(7),未超支
N02山北_113學年度財務報告.pdf,113學年度,瓦斯費,"32,000","12,051","(19,949)",(62),未超支
N02山北_113學年度財務報告.pdf,113學年度,保全,"80,000","64,513","(15,487)",(19),未超支
N02山北_113學年度財務報告.pdf,113學年度,辦公文具,"18,000","4,390","(13,610)",(76),未超支
N02山北_113學年度財務報告.pdf,113學年度,事務機器耗材,"60,000","24,424","(35,576)",(59),未超支
N02山北_113學年度財務報告.pdf,113學年度,電話費（含 ADSL）,"45,000","30,230","(14,770)",(33),未超支
N02山北_113學年度財務報告.pdf,113學年度,郵資,"7,200","4,865","(2,335)",(32),未超支
N02山北_113學年度財務報告.pdf,113學年度,文宣費（一般文宣）,"10,000",988,"(9,012)",(90),未超支
N02山北_113學年度財務報告.pdf,113學年度,文宣費（園刊）,"27,500",-,"(27,500)",-,
N02山北_113學年度財務報告.pdf,113學年度,攝影照片,"9,000","5,018","(3,982)",(44),未超支
N02山北_113學年度財務報告.pdf,113學年度,園務特支,"39,000","21,010","(17,990)",(46),未超支
N02山北_113學年度財務報告.pdf,113學年度,差旅費,"20,000",-,"(20,000)",-,
N02山北_113學年度財務報告.pdf,113學年度,材料費,"1,502,420","1,120,241","(382,179)",(25),未超支
N02山北_113學年度財務報告.pdf,113學年度,教保材料費,"206,400","107,757","(98,643)",(48),未超支
N02山北_113學年度財務報告.pdf,113學年度,日常消耗用品,"51,600","26,614","(24,986)",(48),未超支
N02山北_113學年度財務報告.pdf,113學年度,藥品費,"6,020","4,638","(1,382)",(23),未超支
N02山北_113學年度財務報告.pdf,113學年度,餐點費,"1,238,400","981,232","(257,168)",(21),未超支
N02山北_113學年度財務報告.pdf,113學年度,維護費,"118,000","44,629","(73,371)",(62),未超支
N02山北_113學年度財務報告.pdf,113學年度,修繕購置費,"120,400","288,508","168,108",140,"經與維護費及業務費
相互勻支後,已符合
勻支規定"
N02山北_113學年度財務報告.pdf,113學年度,公共事務管理費,"135,000","21,756","(113,244)",(84),未超支
N02山北_113學年度財務報告.pdf,113學年度,雜支,"43,422","4,794","(38,628)",(89),未超支
N02山北_113學年度財務報告.pdf,113學年度,行政管理費,"222,612","222,612",-,-,未超支
N02山北_113學年度財務報告.pdf,113學年度,合 計,"$ 12,947,537","$ 11,228,210","$(1,719,327)",(13),
