檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N02山北_113學年度財務報告.pdf,5,現金及銀行存款,"$ 6,615,258",資產,113學年度,本年度,114 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,應收帳款淨額,,資產,113學年度,本年度,114 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,其他流動資產,"4,475",資產,113學年度,本年度,114 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,流動資產合計,"6,619,733",資產,113學年度,本年度,114 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,資遣費準備金,"413,891",資產,113學年度,本年度,114 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,業務發展準備金,"9,114,885",資產,113學年度,本年度,114 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,代管財產,"602,285",資產,113學年度,本年度,114 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,購置財產,"119,004",資產,113學年度,本年度,114 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,非流動資產合計,"10,250,065",資產,113學年度,本年度,114 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,資產總計,"$ 16,869,798",資產,113學年度,本年度,114 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,現金及銀行存款,"$ 6,143,624",資產,112學年度,前一年度,113 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,應收帳款淨額,"23,731",資產,112學年度,前一年度,113 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,其他流動資產,9,資產,112學年度,前一年度,113 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,流動資產合計,"6,167,364",資產,112學年度,前一年度,113 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,資遣費準備金,"357,572",資產,112學年度,前一年度,113 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,業務發展準備金,"6,910,098",資產,112學年度,前一年度,113 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,代管財產,"687,929",資產,112學年度,前一年度,113 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,購置財產,"101,679",資產,112學年度,前一年度,113 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,非流動資產合計,"8,057,278",資產,112學年度,前一年度,113 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,資產總計,"$ 14,224,642",資產,112學年度,前一年度,113 年 7 月 31 日
N02山北_113學年度財務報告.pdf,5,應付帳款,"$ 12,749",負債及淨值,113學年度,本年度,114 年 7 月 31 日
