檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N04海工_110學年度財務報告.pdf,5,現金及銀行存款,"$ 2,575,148",資產,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,應收帳款淨額,"18,000",資產,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,流動資產合計,"2,593,148",資產,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,資遣費準備金,"113,473",資產,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,業務發展準備金,"2,074,000",資產,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,代管財產,"188,534",資產,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,購置財產,"316,183",資產,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,非流動資產合計,"2,692,190",資產,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,資產總計,"$ 5,285,338",資產,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,現金及銀行存款,"$ 1,803,908",資產,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,應收帳款淨額,"239,460",資產,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,流動資產合計,"2,043,368",資產,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,資遣費準備金,"84,489",資產,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,業務發展準備金,"1,738,000",資產,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,代管財產,"153,552",資產,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,購置財產,"316,183",資產,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,非流動資產合計,"2,292,224",資產,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,資產總計,"$ 4,335,592",資產,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,應付帳款,"$ 61,510",負債及淨值,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,其他應付款,"148,378",負債及淨值,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,預收款項,"1,208,580",負債及淨值,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,其他流動負債,"12,276",負債及淨值,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,流動負債合計,"1,430,744",負債及淨值,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,資遣費準備金,"113,473",負債及淨值,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,業務發展準備金,"2,074,000",負債及淨值,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,應付代管財產,"188,534",負債及淨值,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,應付購置財產,"316,183",負債及淨值,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,非流動負債合計,"2,692,190",負債及淨值,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,負債總額,"4,122,934",負債及淨值,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,累積餘絀,"789,323",負債及淨值,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,本期餘絀,"373,081",負債及淨值,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,餘絀總額,"1,162,404",負債及淨值,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,負債及餘絀總計,"$ 5,285,338",負債及淨值,110學年度,本年度,111年7月31日
N04海工_110學年度財務報告.pdf,5,應付帳款,"$ 12,400",負債及淨值,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,其他應付款,"125,493",負債及淨值,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,預收款項,"1,103,580",負債及淨值,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,其他流動負債,"9,255",負債及淨值,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,流動負債合計,"1,250,728",負債及淨值,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,資遣費準備金,"87,806",負債及淨值,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,業務發展準備金,"1,738,000",負債及淨值,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,應付代管財產,"153,552",負債及淨值,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,應付購置財產,"316,183",負債及淨值,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,非流動負債合計,"2,295,541",負債及淨值,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,負債總額,"3,546,269",負債及淨值,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,累積餘絀,"637,764",負債及淨值,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,本期餘絀,"151,559",負債及淨值,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,餘絀總額,"789,323",負債及淨值,109學年度,前一年度,110年7月31日
N04海工_110學年度財務報告.pdf,5,負債及餘絀總計,"$ 4,335,592",負債及淨值,109學年度,前一年度,110年7月31日
