檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N06昌平_113學年度財務報告.pdf,5,現金及銀行存款,"$4,822,001",資產,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,應收帳款淨額,"6,990",資產,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,其他應收款,,資產,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,預付款項,,資產,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,其他流動資產,"2,716",資產,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,流動資產合計,"4,831,707",資產,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,資遣費準備金,"333,792",資產,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,業務發展準備金,"9,482,365",資產,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,代管財產,"1,290,255",資產,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,購置財產,"305,163",資產,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,存出保證金,"11,500",資產,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,非流動資產合計,"11,423,075",資產,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,資產總計,"$16,254,782",資產,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,現金及銀行存款,"$5,823,963",資產,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,應收帳款淨額,"6,210",資產,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,其他應收款,"158,950",資產,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,預付款項,"49,950",資產,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,其他流動資產,,資產,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,流動資產合計,"6,039,073",資產,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,資遣費準備金,"281,638",資產,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,業務發展準備金,"7,699,279",資產,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,代管財產,"1,385,955",資產,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,購置財產,"287,838",資產,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,存出保證金,"11,500",資產,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,非流動資產合計,"9,666,210",資產,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,資產總計,"$15,705,283",資產,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,應付票據,$-,負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,應付帳款,"11,775",負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,其他應付款,"1,464,147",負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,預收款項,"2,030,400",負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,其他流動負債,2,負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,流動負債合計,"3,506,324",負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,資遣費準備,"333,792",負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,業務發展準備,"9,482,365",負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,應付代管財產,"1,290,255",負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,應付購置財產,"305,163",負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,非流動負債合計,"11,411,575",負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,負債總額,"14,917,899",負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,累積餘絀,"1,939,396",負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,本期餘絀,"(602,513)",負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,餘絀總額,"1,336,883",負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,負債及餘絀總計,"$16,254,782",負債及淨值,113學年度,本年度,114年7月31日
N06昌平_113學年度財務報告.pdf,5,應付票據,"$2,000",負債及淨值,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,應付帳款,"112,579",負債及淨值,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,其他應付款,"1,259,043",負債及淨值,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,預收款項,"2,737,503",負債及淨值,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,其他流動負債,52,負債及淨值,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,流動負債合計,"4,111,177",負債及淨值,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,資遣費準備,"281,638",負債及淨值,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,業務發展準備,"7,699,279",負債及淨值,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,應付代管財產,"1,385,955",負債及淨值,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,應付購置財產,"287,838",負債及淨值,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,非流動負債合計,"9,654,710",負債及淨值,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,負債總額,"13,765,887",負債及淨值,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,累積餘絀,"1,752,254",負債及淨值,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,本期餘絀,"187,142",負債及淨值,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,餘絀總額,"1,939,396",負債及淨值,112學年度,前一年度,113年7月31日
N06昌平_113學年度財務報告.pdf,5,負債及餘絀總計,"$15,705,283",負債及淨值,112學年度,前一年度,113年7月31日
