檔案名稱,項目,113學年度預算數,113學年度決算數,113學年度決算與預算差異,113學年度執行率,112學年度預算數,112學年度決算數,112學年度決算與預算差異,112學年度執行率
N06昌平_113學年度財務報告.pdf,收入,"$11,894,400","$14,632,460","$2,738,060",123,"$12,130,560","$15,138,118","$3,007,558",125
N06昌平_113學年度財務報告.pdf,教保費收入淨額,"11,894,400","11,689,215","(205,185)",98,"12,130,560","11,605,165","(525,395)",96
N06昌平_113學年度財務報告.pdf,教保費收入,"11,894,400","11,765,429","(128,971)",99,"12,130,560","11,753,640","(376,920)",97
N06昌平_113學年度財務報告.pdf,教保費收入（家長繳費）,"2,688,000","1,445,429","(1,242,571)",54,"2,880,000","1,749,000","(1,131,000)",61
N06昌平_113學年度財務報告.pdf,教保費收入（政府學費差額補助）,"9,206,400","10,320,000","1,113,600",112,"9,250,560","10,004,640","754,080",108
N06昌平_113學年度財務報告.pdf,教保費收入減項,-,"(76,214)","(76,214)",-,-,"(148,475)","(148,475)",-
N06昌平_113學年度財務報告.pdf,五日未上課退費,-,"(59,154)","(59,154)",-,-,"(66,786)","(66,786)",-
N06昌平_113學年度財務報告.pdf,腸病毒退費,-,"(7,285)","(7,285)",-,-,"(40,065)","(40,065)",-
N06昌平_113學年度財務報告.pdf,轉學/轉出退費,-,-,-,-,-,"(2,000)","(2,000)",-
N06昌平_113學年度財務報告.pdf,政府學費差額補助退費,-,"(9,775)","(9,775)",-,-,"(39,624)","(39,624)",-
N06昌平_113學年度財務報告.pdf,延長照顧服務收入淨額,-,"92,310","92,310",-,-,"275,006","275,006",-
N06昌平_113學年度財務報告.pdf,延長照顧服務收入淨額,-,"92,310","92,310",-,-,"275,006","275,006",-
N06昌平_113學年度財務報告.pdf,延長照顧服務收入,-,"92,310","92,310",-,-,"275,006","275,006",-
N06昌平_113學年度財務報告.pdf,利息收入,-,"94,566","94,566",-,-,"71,787","71,787",-
N06昌平_113學年度財務報告.pdf,其他收入,-,"2,756,369","2,756,369",-,-,"3,186,160","3,186,160",-
N06昌平_113學年度財務報告.pdf,支出,"12,594,652","15,234,973","2,640,321",121,"12,226,297","14,950,976","2,724,679",122
N06昌平_113學年度財務報告.pdf,人事費,"9,192,044","7,955,962","(1,236,082)",87,"8,975,553","6,839,375","(2,136,178)",76
N06昌平_113學年度財務報告.pdf,園長及教保服務人員薪資（含職務加給）,"5,782,455","5,244,044","(538,411)",91,"5,643,405","4,501,398","(1,142,007)",80
N06昌平_113學年度財務報告.pdf,會計、總務、廚工、清潔薪資,"1,258,376","1,158,271","(100,105)",92,"1,237,519","1,011,121","(226,398)",82
N06昌平_113學年度財務報告.pdf,加班費,"698,880","250,777","(448,103)",36,"682,968","181,649","(501,319)",27
N06昌平_113學年度財務報告.pdf,勞、健保費,"834,403","765,042","(69,361)",92,"815,448","636,889","(178,559)",78
N06昌平_113學年度財務報告.pdf,保險費,"13,000","10,989","(2,011)",85,"13,000","12,911",(89),99
N06昌平_113學年度財務報告.pdf,勞退金提撥,"375,504","376,207",703,100,"366,972","317,196","(49,776)",86
N06昌平_113學年度財務報告.pdf,自強活動,"13,000","9,552","(3,448)",73,"13,000","13,000",-,100
N06昌平_113學年度財務報告.pdf,健康檢查,"13,000","2,780","(10,220)",21,"1,000","4,600","3,600",460
N06昌平_113學年度財務報告.pdf,代課費及代班費,"151,272","86,146","(65,126)",57,"151,272","109,642","(41,630)",72
N06昌平_113學年度財務報告.pdf,資遣費,"52,154","52,154",-,100,"50,969","50,969",-,100
N06昌平_113學年度財務報告.pdf,業務費,"819,400","501,842","(317,558)",61,"819,400","514,283","(305,117)",63
N06昌平_113學年度財務報告.pdf,活動費,"115,000","55,090","(59,910)",48,"115,000","68,241","(46,759)",59
N06昌平_113學年度財務報告.pdf,研習、進修,"26,000","5,600","(20,400)",22,"26,000","7,550","(18,450)",29
N06昌平_113學年度財務報告.pdf,水費,"32,000","9,348","(22,652)",29,"32,000","7,400","(24,600)",23
N06昌平_113學年度財務報告.pdf,電費,"264,000","235,339","(28,661)",89,"264,000","225,174","(38,826)",85
N06昌平_113學年度財務報告.pdf,瓦斯費,"34,000","22,700","(11,300)",67,"34,000","21,900","(12,100)",64
N06昌平_113學年度財務報告.pdf,保全,"80,000","46,013","(33,987)",58,"80,000","43,050","(36,950)",54
N06昌平_113學年度財務報告.pdf,辦公文具,"24,000","9,813","(14,187)",41,"24,000","13,180","(10,820)",55
N06昌平_113學年度財務報告.pdf,事務機器耗材,"65,000","36,930","(28,070)",57,"65,000","43,521","(21,479)",67
N06昌平_113學年度財務報告.pdf,電話費（含ADSL）,"54,000","38,690","(15,310)",72,"54,000","44,649","(9,351)",83
N06昌平_113學年度財務報告.pdf,郵資,"8,400","1,261","(7,139)",15,"8,400","1,228","(7,172)",15
N06昌平_113學年度財務報告.pdf,文宣費（一般文宣）,"10,000",-,"(10,000)",-,"10,000","4,389","(5,611)",44
N06昌平_113學年度財務報告.pdf,文宣費（圖刊）,"30,000","11,019","(18,981)",37,"30,000","4,543","(25,457)",15
N06昌平_113學年度財務報告.pdf,攝影照片,"10,000",-,"(10,000)",-,"10,000",-,"(10,000)",-
N06昌平_113學年度財務報告.pdf,園務特支,"42,000","30,039","(11,961)",72,"42,000","29,458","(12,542)",70
N06昌平_113學年度財務報告.pdf,差旅費,"25,000",-,"(25,000)",-,"25,000",-,"(25,000)",-
N06昌平_113學年度財務報告.pdf,材料費,"1,956,640","1,638,179","(318,461)",84,"1,808,400","1,602,786","(205,614)",89
N06昌平_113學年度財務報告.pdf,教保材料費,"268,800","184,806","(83,994)",69,"288,000","194,969","(93,031)",68
N06昌平_113學年度財務報告.pdf,日常消耗用品,"67,200","48,221","(18,979)",72,"72,000","56,524","(15,476)",79
N06昌平_113學年度財務報告.pdf,藥品費,"7,840","3,672","(4,168)",47,"8,400","1,577","(6,823)",19
N06昌平_113學年度財務報告.pdf,餐點費,"1,612,800","1,401,480","(211,320)",87,"1,440,000","1,349,716","(90,284)",94
N06昌平_113學年度財務報告.pdf,維護費,"143,000","70,966","(72,034)",50,"143,000","104,233","(38,767)",73
N06昌平_113學年度財務報告.pdf,修繕費,"110,000","39,671","(70,329)",36,"110,000","59,498","(50,502)",54
N06昌平_113學年度財務報告.pdf,園舍消毒、清潔,"25,000","30,575","5,575",122,"25,000","44,015","19,015",176
N06昌平_113學年度財務報告.pdf,火險,"8,000",720,"(7,280)",9,"8,000",720,"(7,280)",9
N06昌平_113學年度財務報告.pdf,修繕購置費,"156,800","157,505",705,100,"168,000","116,753","(51,247)",69
N06昌平_113學年度財務報告.pdf,雜支,"49,164","8,140","(41,024)",17,"49,164","19,288","(29,876)",39
N06昌平_113學年度財務報告.pdf,行政管理費,"277,604","277,604",-,100,"262,780","262,780",-,100
N06昌平_113學年度財務報告.pdf,業務發展費,-,"1,783,086","1,783,086",-,-,"2,039,112","2,039,112",-
N06昌平_113學年度財務報告.pdf,延長照顧服務支出,-,"85,320","85,320",-,-,"266,206","266,206",-
N06昌平_113學年度財務報告.pdf,其他支出,-,"2,756,369","2,756,369",-,-,"3,186,160","3,186,160",-
N06昌平_113學年度財務報告.pdf,本期稅前餘絀,"(700,252)","(602,513)","97,739",86,"(95,737)","187,142","282,879",(195)
N06昌平_113學年度財務報告.pdf,所得稅費用,-,-,-,-,-,-,-,-
N06昌平_113學年度財務報告.pdf,本期稅後餘絀,"$(700,252)","$(602,513)","$ 97,739",86,"$(95,737)","$ 187,142","$ 282,879",(195)
