檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N06昌平_111學年度財務報告.pdf,5,現金及銀行存款,"5,654,815",資產,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,應收帳款淨額,"6,840",資產,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,其他應收款,"89,428",資產,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,預付款項,"14,600",資產,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,其他流動資產,-,資產,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,流動資產合計,"5,765,683",資產,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,資遣費準備金,"248,269",資產,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,業務發展準備金,"5,660,167",資產,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,代管財產,"1,385,955",資產,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,購置財產,"270,513",資產,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,存出保證金,"11,500",資產,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,非流動資產合計,"7,576,404",資產,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,資產總計,"13,342,087",資產,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,現金及銀行存款,"5,319,138",資產,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,應收帳款淨額,"10,362",資產,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,其他應收款,"252,000",資產,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,預付款項,"32,310",資產,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,其他流動資產,444,資產,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,流動資產合計,"5,614,254",資產,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,資遣費準備金,"215,484",資產,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,業務發展準備金,"4,277,567",資產,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,代管財產,"1,064,891",資產,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,購置財產,"270,513",資產,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,存出保證金,"11,500",資產,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,非流動資產合計,"5,839,955",資產,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,資產總計,"11,454,209",資產,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,應付票據,"2,000",負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,應付帳款,-,負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,其他應付款,"1,581,916",負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,預收款項,"2,440,957",負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,其他流動負債,56,負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,流動負債合計,"4,024,929",負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,資遣費準備,"248,269",負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,業務發展準備,"5,660,167",負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,應付代管財產,"1,385,955",負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,應付購置財產,"270,513",負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,非流動負債合計,"7,564,904",負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,負債總額,"11,589,833",負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,累積餘絀,"1,819,298",負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,本期餘絀,"(67,044)",負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,餘絀總額,"1,752,254",負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,負債及餘絀總計,"13,342,087",負債及淨值,111學年度,本年度,112年7月31日
N06昌平_111學年度財務報告.pdf,5,應付票據,"2,000",負債及淨值,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,應付帳款,"6,780",負債及淨值,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,其他應付款,"1,269,841",負債及淨值,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,預收款項,"2,527,673",負債及淨值,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,其他流動負債,162,負債及淨值,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,流動負債合計,"3,806,456",負債及淨值,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,資遣費準備,"215,484",負債及淨值,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,業務發展準備,"4,277,567",負債及淨值,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,應付代管財產,"1,064,891",負債及淨值,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,應付購置財產,"270,513",負債及淨值,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,非流動負債合計,"5,828,455",負債及淨值,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,負債總額,"9,634,911",負債及淨值,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,累積餘絀,"207,443",負債及淨值,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,本期餘絀,"1,611,855",負債及淨值,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,餘絀總額,"1,819,298",負債及淨值,110學年度,前一年度,111年7月31日
N06昌平_111學年度財務報告.pdf,5,負債及餘絀總計,"11,454,209",負債及淨值,110學年度,前一年度,111年7月31日
