檔案名稱,年度,年度類別,檢查項目,左方,右方,結果
N07北大_110學年度財務報告.pdf,110學年度,本年度,流動資產合計+非流動資產合計=資產總計,10269638,10269638,通過
N07北大_110學年度財務報告.pdf,110學年度,本年度,流動負債合計+非流動負債合計=負債總額,10140161,10140161,通過
N07北大_110學年度財務報告.pdf,110學年度,本年度,累積餘絀+本期餘絀=餘絀總額,129477,129477,通過
N07北大_110學年度財務報告.pdf,110學年度,本年度,負債總額+餘絀總額=負債及餘絀總計,10269638,10269638,通過
