檔案名稱,項目,110學年度預算數,110學年度決算數,110學年度決算與預算差異,110學年度執行率,109學年度預算數,109學年度決算數,109學年度決算與預算差異,109學年度執行率
N07北大_110學年度財務報告.pdf,郵資,"8,400","4,949","(3,451)",59,,,,
N07北大_110學年度財務報告.pdf,文宣費(一般文宣),"10,000",,"(10,000)",,,,,
N07北大_110學年度財務報告.pdf,文宣費(園刊),"30,000",,"(30,000)",,,,,
N07北大_110學年度財務報告.pdf,攝影照片,"10,000",,"(10,000)",,,,,
N07北大_110學年度財務報告.pdf,園務特支,"42,000","41,900",(100),100,,,,
N07北大_110學年度財務報告.pdf,差旅費,"25,000",,"(25,000)",,,,,
N07北大_110學年度財務報告.pdf,材料費,"2,260,500","1,973,721","(286,779)",87,,,,
N07北大_110學年度財務報告.pdf,教保材料費,"360,000","362,540","2,540",101,,,,
N07北大_110學年度財務報告.pdf,日常消耗用品,"90,000","89,766",(234),100,,,,
N07北大_110學年度財務報告.pdf,藥品費,"10,500","8,175","(2,325)",78,,,,
N07北大_110學年度財務報告.pdf,餐點費,"1,800,000","1,513,240","(286,760)",84,,,,
N07北大_110學年度財務報告.pdf,維護費,"143,000","67,720","(75,280)",47,,,,
N07北大_110學年度財務報告.pdf,水電修繕,"110,000","41,325","(68,675)",38,,,,
N07北大_110學年度財務報告.pdf,園舍消毒、清潔,"25,000","22,829","(2,171)",91,,,,
N07北大_110學年度財務報告.pdf,火險,"8,000","3,566","(4,434)",45,,,,
N07北大_110學年度財務報告.pdf,修繕購置費,"210,000","202,136","(7,864)",96,,,,
N07北大_110學年度財務報告.pdf,雜支,"53,964","51,208","(2,756)",95,,,,
N07北大_110學年度財務報告.pdf,行政管理費,"315,990","315,990",-,100,,,,
N07北大_110學年度財務報告.pdf,業務發展費,,"99,000","99,000",,,,,
N07北大_110學年度財務報告.pdf,延後托育支出,,"182,692","182,692",,,,,
N07北大_110學年度財務報告.pdf,其他支出,,"1,832,078","1,832,078",,,,,
N07北大_110學年度財務報告.pdf,本期稅前餘絀,"380,207","1,523,006","1,142,799",401,,,,
N07北大_110學年度財務報告.pdf,所得稅費用,,,,,,,,
N07北大_110學年度財務報告.pdf,本期稅後餘絀,"$ 380,207","$ 1,523,006","$ 1,142,799",401,,,,
