檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N07北大_110學年度財務報告.pdf,5,現金及銀行存款,"$ 6,036,334",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,現金及銀行存款,"$ 3,835,528",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,應收帳款淨額,"2,351",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,應收帳款淨額,-,資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,其他應收款,"13,800",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,其他應收款,"328,975",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,預付款項,"8,930",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,預付款項,"67,725",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,流動資產合計,"6,061,415",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,流動資產合計,"4,232,228",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,資遺費準備金,"261,769",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,資遺費準備金,"202,480",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,業務發展準備金,"2,687,000",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,業務發展準備金,"2,588,000",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,代管財產,"2,367,179",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,代管財產,"2,994,505",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,購置財產,"402,575",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,購置財產,"252,425",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,非流動資產合計,"5,718,523",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,非流動資產合計,"6,037,410",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,資產總計,"$ 11,779,938",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,資產總計,"$ 10,269,638",資產,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,其他應付款,"$ 1,710,583",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,其他應付款,"$ 1,639,442",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,預收款項,"2,664,450",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,預收款項,"2,439,450",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,其他流動負債,"33,899",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,其他流動負債,"23,859",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,流動負債合計,"4,408,932",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,流動負債合計,"4,102,751",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,資遺費準備,"261,769",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,資遺費準備,"202,480",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,業務發展準備,"2,687,000",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,業務發展準備,"2,588,000",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,應付代管財產,"2,367,179",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,應付代管財產,"2,994,505",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,應付購置財產,"402,575",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,應付購置財產,"252,425",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,非流動負債合計,"5,718,523",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,非流動負債合計,"6,037,410",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,負債總額,"10,127,455",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,負債總額,"10,140,161",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,累積餘絀,"129,477",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,累積餘絀,"867,352",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,本期餘絀,"1,523,006",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,本期餘絀,"(737,875)",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,餘絀總額,"1,652,483",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,餘絀總額,"129,477",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,負債及餘絀總計,"$ 11,779,938",負債及淨值,110學年度,本年度,110年7月31日
N07北大_110學年度財務報告.pdf,5,負債及餘絀總計,"$ 10,269,638",負債及淨值,110學年度,本年度,110年7月31日
