檔案名稱,項目,113學年度預算數,113學年度決算數,113學年度決算與預算差異,113學年度執行率,112學年度預算數,112學年度決算數,112學年度決算與預算差異,112學年度執行率
N04海工_113學年度財務報告.pdf,收入,"$ 7,394,688","$ 8,351,127","$ 956,439",113,,,,
N04海工_113學年度財務報告.pdf,教保費收入淨額,"7,394,688","7,369,632","(25,056)",100,,,,
N04海工_113學年度財務報告.pdf,教保費收入,"7,394,688","7,608,000","213,312",103,,,,
N04海工_113學年度財務報告.pdf,教保費收入（家長繳費）,"1,152,000","828,000","(324,000)",72,,,,
N04海工_113學年度財務報告.pdf,教保費收入（政府學費差額補助）,"6,242,688","6,780,000","537,312",109,,,,
N04海工_113學年度財務報告.pdf,教保費收入減項,-,"(238,368)","(238,368)",-,,,,
N04海工_113學年度財務報告.pdf,五日未上課退費,-,"(13,604)","(13,604)",-,,,,
N04海工_113學年度財務報告.pdf,腸病毒退費,-,"(11,452)","(11,452)",-,,,,
N04海工_113學年度財務報告.pdf,政府學費差額補助退費,-,"(213,312)","(213,312)",-,,,,
N04海工_113學年度財務報告.pdf,延長照顧服務收入淨額,-,"85,540","85,540",-,,,,
N04海工_113學年度財務報告.pdf,延長照顧服務收入淨額,-,"85,540","85,540",-,,,,
N04海工_113學年度財務報告.pdf,延長照顧服務收入,-,"85,540","85,540",-,,,,
N04海工_113學年度財務報告.pdf,利息收入,-,"41,695","41,695",-,,,,
N04海工_113學年度財務報告.pdf,其他收入,-,"854,260","854,260",-,,,,
N04海工_113學年度財務報告.pdf,支出,"7,398,682","8,871,195","1,472,513",120,,,,
N04海工_113學年度財務報告.pdf,人事費,"5,682,706","5,072,224","(610,482)",89,,,,
N04海工_113學年度財務報告.pdf,園長及教保服務人員薪資（含職務加給）,"3,272,307","3,195,289","(77,018)",98,,,,
N04海工_113學年度財務報告.pdf,會計、總務、廚工、清潔薪資,"1,016,389","957,510","(58,879)",94,,,,
N04海工_113學年度財務報告.pdf,加班費,"429,408","135,558","(293,850)",32,,,,
N04海工_113學年度財務報告.pdf,勞、健保費,"589,647","469,767","(119,880)",80,,,,
N04海工_113學年度財務報告.pdf,保險費,"7,000","1,143","(5,857)",16,,,,
N04海工_113學年度財務報告.pdf,勞退金提撥,"230,712","231,146",434,100,,,,
N04海工_113學年度財務報告.pdf,自強活動,"7,000","7,000",-,100,,,,
N04海工_113學年度財務報告.pdf,健康檢查,"1,000","1,000",-,100,,,,
N04海工_113學年度財務報告.pdf,代課費及代班費,"97,200","41,768","(55,432)",43,,,,
N04海工_113學年度財務報告.pdf,資遣費,"32,043","32,043",-,100,,,,
N04海工_113學年度財務報告.pdf,業務費,"546,000","391,984","(154,016)",72,,,,
N04海工_113學年度財務報告.pdf,活動費,"75,000","89,486","14,486",119,,,,
