檔案名稱,項目,113學年度預算數,113學年度決算數,113學年度決算與預算差異,113學年度執行率,112學年度預算數,112學年度決算數,112學年度決算與預算差異,112學年度執行率
N04海工_113學年度財務報告.pdf,研習、進修,"14,000","7,600","(6,400)",54,,,,
N04海工_113學年度財務報告.pdf,水費,"20,000","9,191","(10,809)",46,,,,
N04海工_113學年度財務報告.pdf,電費,"144,000","87,516","(56,484)",61,,,,
N04海工_113學年度財務報告.pdf,瓦斯費,"30,000","30,680",680,102,,,,
N04海工_113學年度財務報告.pdf,保全,"60,000",-,"(60,000)",-,,,,
N04海工_113學年度財務報告.pdf,辦公文具,"12,000","12,709",709,106,,,,
N04海工_113學年度財務報告.pdf,事務機器耗材,"55,000","60,076","5,076",109,,,,
N04海工_113學年度財務報告.pdf,電話費（含ADSL）,"36,000","17,811","(18,189)",49,,,,
N04海工_113學年度財務報告.pdf,郵資,"6,000","3,429","(2,571)",57,,,,
N04海工_113學年度財務報告.pdf,文宣費（一般文宣）,"10,000","3,690","(6,310)",37,,,,
N04海工_113學年度財務報告.pdf,文宣費（園刊）,"25,000","25,137",137,101,,,,
N04海工_113學年度財務報告.pdf,攝影照片,"8,000","8,784",784,110,,,,
N04海工_113學年度財務報告.pdf,園務特支,"36,000","35,875",(125),100,,,,
N04海工_113學年度財務報告.pdf,差旅費,"15,000",-,"(15,000)",-,,,,
N04海工_113學年度財務報告.pdf,材料費,"838,560","862,438","23,878",103,,,,
N04海工_113學年度財務報告.pdf,教保材料費,"115,200","136,132","20,932",118,,,,
N04海工_113學年度財務報告.pdf,日常消耗用品,"28,800","32,356","3,556",112,,,,
N04海工_113學年度財務報告.pdf,藥品費,"3,360","3,305",(55),98,,,,
N04海工_113學年度財務報告.pdf,餐點費,"691,200","690,645",(555),100,,,,
N04海工_113學年度財務報告.pdf,維護費,"93,000","49,846","(43,154)",54,,,,
N04海工_113學年度財務報告.pdf,修繕費,"60,000","27,410","(32,590)",46,,,,
N04海工_113學年度財務報告.pdf,園舍消毒、清潔,"25,000","21,000","(4,000)",84,,,,
N04海工_113學年度財務報告.pdf,火險,"8,000","1,436","(6,564)",18,,,,
N04海工_113學年度財務報告.pdf,修繕購置費,"67,200","234,047","166,847",348,,,,
N04海工_113學年度財務報告.pdf,雜支,"32,760","12,400","(20,360)",38,,,,
N04海工_113學年度財務報告.pdf,行政管理費,"138,456","138,456",-,100,,,,
N04海工_113學年度財務報告.pdf,業務發展費,-,"1,170,000","1,170,000",-,,,,
N04海工_113學年度財務報告.pdf,延長照顧服務支出,-,"85,540","85,540",-,,,,
N04海工_113學年度財務報告.pdf,其他支出,-,"854,260","854,260",-,,,,
N04海工_113學年度財務報告.pdf,本期稅前餘絀,"(3,994)","(520,068)","(516,074)","13,021",,,,
N04海工_113學年度財務報告.pdf,所得稅費用,-,-,-,-,,,,
N04海工_113學年度財務報告.pdf,本期稅後餘絀,"$(3,994)","$(520,068)","$(516,074)","13,021",,,,
