檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N08鷺江_110學年度財務報告.pdf,5,現金及銀行存款,"$ 4,995,159",資產,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,應收帳款淨額,"19,660",資產,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,其他應收款,"529,319",資產,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,預付款項,"9,705",資產,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,流動資產合計,"5,553,843",資產,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,資遣費準備金,"191,999",資產,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,業務發展準備金,"4,977,012",資產,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,代管財產,"1,562,257",資產,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,購置財產,"222,968",資產,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,存出保證金,"3,000",資產,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,非流動資產合計,"6,957,236",資產,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,資產總計,"$ 12,511,079",資產,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,現金及銀行存款,"$ 3,399,462",資產,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,應收帳款淨額,"300,547",資產,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,其他應收款,308,資產,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,預付款項,"9,685",資產,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,流動資產合計,"3,710,002",資產,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,資遣費準備金,"148,564",資產,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,業務發展準備金,"4,140,734",資產,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,代管財產,"1,509,325",資產,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,購置財產,"205,643",資產,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,存出保證金,"3,000",資產,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,非流動資產合計,"6,007,266",資產,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,資產總計,"$ 9,717,268",資產,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,應付帳款,"$ 43,084",負債及淨值,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,其他應付款,"1,492,214",負債及淨值,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,預收款項,"2,206,092",負債及淨值,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,其他流動負債,"68,695",負債及淨值,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,流動負債合計,"3,810,085",負債及淨值,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,資遣費準備,"191,999",負債及淨值,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,業務發展準備,"4,977,012",負債及淨值,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,應付代管財產,"1,562,257",負債及淨值,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,應付購置財產,"222,968",負債及淨值,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,非流動負債合計,"6,954,236",負債及淨值,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,負債總額,"10,764,321",負債及淨值,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,累積餘絀,"190,412",負債及淨值,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,本期餘絀,"1,556,346",負債及淨值,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,餘絀總額,"1,746,758",負債及淨值,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,負債及餘絀總計,"$ 12,511,079",負債及淨值,110學年度,本年度,111年7月31日
N08鷺江_110學年度財務報告.pdf,5,應付帳款,"$ 91,082",負債及淨值,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,其他應付款,"1,351,005",負債及淨值,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,預收款項,"2,032,242",負債及淨值,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,其他流動負債,"25,820",負債及淨值,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,流動負債合計,"3,500,149",負債及淨值,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,資遣費準備,"171,005",負債及淨值,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,業務發展準備,"4,140,734",負債及淨值,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,應付代管財產,"1,509,325",負債及淨值,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,應付購置財產,"205,643",負債及淨值,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,非流動負債合計,"6,026,707",負債及淨值,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,負債總額,"9,526,856",負債及淨值,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,累積餘絀,"1,259,447",負債及淨值,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,本期餘絀,"(1,069,035)",負債及淨值,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,餘絀總額,"190,412",負債及淨值,109學年度,前一年度,110年7月31日
N08鷺江_110學年度財務報告.pdf,5,負債及餘絀總計,"$ 9,717,268",負債及淨值,109學年度,前一年度,110年7月31日
