檔案名稱,項目,110學年度預算數,110學年度決算數,110學年度決算與預算差異,110學年度執行率,109學年度預算數,109學年度決算數,109學年度決算與預算差異,109學年度執行率
N08鷺江_110學年度財務報告.pdf,電話費（含網路）,"54,000","53,805",(195),100,,,,
N08鷺江_110學年度財務報告.pdf,郵資,"8,400","9,926","1,526",118,,,,
N08鷺江_110學年度財務報告.pdf,文宣費（一般文宣）,"10,000","9,828",(172),98,,,,
N08鷺江_110學年度財務報告.pdf,文宣費（園刊）,"30,000",,"(30,000)",,,,,
N08鷺江_110學年度財務報告.pdf,攝影照片,"10,000",,"(10,000)",,,,,
N08鷺江_110學年度財務報告.pdf,園務特支,"42,000","18,668","(23,332)",44,,,,
N08鷺江_110學年度財務報告.pdf,差旅費,"25,000",,"(25,000)",,,,,
N08鷺江_110學年度財務報告.pdf,材料費,"1,597,420","1,222,323","(375,097)",77,,,,
N08鷺江_110學年度財務報告.pdf,教保材料費,"254,400","108,866","(145,534)",43,,,,
N08鷺江_110學年度財務報告.pdf,日常消耗用品,"63,600","53,562","(10,038)",84,,,,
N08鷺江_110學年度財務報告.pdf,藥品費,"7,420","1,756","(5,664)",24,,,,
N08鷺江_110學年度財務報告.pdf,餐點費,"1,272,000","1,058,139","(213,861)",83,,,,
N08鷺江_110學年度財務報告.pdf,維護費,"143,000","73,357","(69,643)",51,,,,
N08鷺江_110學年度財務報告.pdf,水電修繕,"110,000","63,587","(46,413)",58,,,,
N08鷺江_110學年度財務報告.pdf,園舍消毒、清潔,"25,000","8,465","(16,535)",34,,,,
N08鷺江_110學年度財務報告.pdf,火險,"8,000","1,305","(6,695)",16,,,,
N08鷺江_110學年度財務報告.pdf,修繕購置費,"148,400","139,375","(9,025)",94,,,,
N08鷺江_110學年度財務報告.pdf,雜支,"49,164","6,077","(43,087)",12,,,,
N08鷺江_110學年度財務報告.pdf,行政管理費,"241,682","241,682",-,100,,,,
N08鷺江_110學年度財務報告.pdf,業務發展費,,"836,278","836,278",,,,,
N08鷺江_110學年度財務報告.pdf,延後托育支出,,"96,196","96,196",,,,,
N08鷺江_110學年度財務報告.pdf,其他支出,,"2,217,058","2,217,058",,,,,
N08鷺江_110學年度財務報告.pdf,呆帳損失,,"11,833","11,833",,,,,
N08鷺江_110學年度財務報告.pdf,本期稅前餘絀,"312,155","1,558,273","1,246,118",499,,,,
N08鷺江_110學年度財務報告.pdf,所得稅費用,,"1,927","1,927",,,,,
N08鷺江_110學年度財務報告.pdf,本期稅後餘絀,"312,155","1,556,346","1,244,191",499,,,,
