檔案名稱,年度,年度類別,檢查項目,左方,右方,結果
N08鷺江_110學年度財務報告.pdf,110學年度,本年度,流動資產合計+非流動資產合計=資產總計,12511079,12511079,通過
N08鷺江_110學年度財務報告.pdf,109學年度,前一年度,流動資產合計+非流動資產合計=資產總計,9717268,9717268,通過
N08鷺江_110學年度財務報告.pdf,110學年度,本年度,流動負債合計+非流動負債合計=負債總額,10764321,10764321,通過
N08鷺江_110學年度財務報告.pdf,110學年度,本年度,累積餘絀+本期餘絀=餘絀總額,1746758,1746758,通過
N08鷺江_110學年度財務報告.pdf,110學年度,本年度,負債總額+餘絀總額=負債及餘絀總計,12511079,12511079,通過
N08鷺江_110學年度財務報告.pdf,109學年度,前一年度,流動負債合計+非流動負債合計=負債總額,9526856,9526856,通過
N08鷺江_110學年度財務報告.pdf,109學年度,前一年度,累積餘絀+本期餘絀=餘絀總額,190412,190412,通過
N08鷺江_110學年度財務報告.pdf,109學年度,前一年度,負債總額+餘絀總額=負債及餘絀總計,9717268,9717268,通過
