檔案名稱,報告學年度,項目,預算數,決算數,差異數,差異率,預決算檢查結果
N05漢翔_113學年度財務報告.pdf,113學年度,人事費,"$ 8,784,257","$ 6,363,884","$(2,420,373)",-28,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,人事費,"8,076,703","6,101,158","(1,975,545)",-24,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,加班費,"658,416","213,588","(444,828)",-68,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,資遣費,"49,138","49,138",-,,
N05漢翔_113學年度財務報告.pdf,113學年度,業務費,"719,700","298,788","(420,912)",-58,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,活動費,"95,000","42,887","(52,113)",-55,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,研習、進修,"22,000","3,600","(18,400)",-84,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,水費,"26,000","8,855","(17,145)",-66,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,電費,"229,000","151,354","(77,646)",-34,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,瓦斯費,"32,000","10,756","(21,244)",-66,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,保全,"80,000",-,"(80,000)",,
N05漢翔_113學年度財務報告.pdf,113學年度,辦公文具,"18,000","13,275","(4,725)",-26,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,事務機器耗材,"60,000","20,817","(39,183)",-65,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,電話費（含ADSL）,"45,000","35,608","(9,392)",-21,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,郵資,"7,200","5,320","(1,880)",-26,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,文宣費（一般文宣）,"10,000",-,"(10,000)",,
N05漢翔_113學年度財務報告.pdf,113學年度,文宣費（園刊）,"27,500",-,"(27,500)",,
N05漢翔_113學年度財務報告.pdf,113學年度,攝影照片,"9,000",96,"(8,904)",-99,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,園務特支,"39,000","6,220","(32,780)",-84,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,差旅費,"20,000",-,"(20,000)",,
N05漢翔_113學年度財務報告.pdf,113學年度,材料費,"1,257,840","811,922","(445,918)",-35,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,教保材料費,"172,800","99,130","(73,670)",-43,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,日常消耗用品,"43,200","39,236","(3,964)",-9,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,藥品費,"5,040","4,607",(433),-9,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,餐點費,"1,036,800","668,949","(367,851)",-35,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,維護費,"118,000","127,280","9,280",8,經與修繕購置費勻支後，已符合勻支規定
N05漢翔_113學年度財務報告.pdf,113學年度,修繕購置費,"100,800","55,784","(45,016)",-45,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,雜支,"43,182","39,257","(3,925)",-9,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,行政管理費,"197,754","197,754",-,-,未超支
N05漢翔_113學年度財務報告.pdf,113學年度,合計,"$ 11,221,533","$ 7,894,669","$(3,326,864)",-30,
