檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N05漢翔_113學年度財務報告.pdf,5,現金及銀行存款,"$ 6,877,439",資產,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,現金及銀行存款,"$ 5,236,308",資產,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,應收帳款淨額,-,資產,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,應收帳款淨額,742,資產,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,其他應收款,"90,811",資產,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,其他應收款,"14,255",資產,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,預付款項,-,資產,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,預付款項,"2,167",資產,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,其他流動資產,"5,503",資產,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,其他流動資產,-,資產,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,流動資產合計,"6,973,753",資產,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,流動資產合計,"5,253,472",資產,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,資遣費準備金,"354,784",資產,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,資遣費準備金,"305,646",資產,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,業務發展準備金,"10,767,024",資產,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,業務發展準備金,"8,191,619",資產,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,代管財產,"941,471",資產,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,代管財產,"515,711",資產,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,購置財產,"391,293",資產,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,購置財產,"391,293",資產,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,存出保證金,"15,000",資產,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,存出保證金,"15,000",資產,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,非流動資產合計,"12,469,572",資產,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,非流動資產合計,"9,419,269",資產,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,資產總計,"$ 19,443,325",資產,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,資產總計,"$ 14,672,741",資產,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,應付帳款,"$ 15,572",負債及淨值,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,應付帳款,"$ 111,517",負債及淨值,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,其他應付款,"939,947",負債及淨值,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,其他應付款,"1,004,024",負債及淨值,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,預收款項,"2,468,856",負債及淨值,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,預收款項,"2,195,398",負債及淨值,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,流動負債合計,"3,424,375",負債及淨值,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,流動負債合計,"3,310,939",負債及淨值,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,資遣費準備,"354,784",負債及淨值,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,資遣費準備,"305,646",負債及淨值,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,業務發展準備,"10,767,024",負債及淨值,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,業務發展準備,"8,191,619",負債及淨值,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,應付代管財產,"941,471",負債及淨值,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,應付代管財產,"515,711",負債及淨值,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,應付購置財產,"391,293",負債及淨值,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,應付購置財產,"391,293",負債及淨值,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,非流動負債合計,"12,454,572",負債及淨值,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,非流動負債合計,"9,404,269",負債及淨值,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,負債總額,"15,878,947",負債及淨值,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,負債總額,"12,715,208",負債及淨值,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,累積餘絀,"1,957,533",負債及淨值,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,累積餘絀,"1,689,457",負債及淨值,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,本期餘絀,"1,606,845",負債及淨值,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,本期餘絀,"268,076",負債及淨值,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,餘絀總額,"3,564,378",負債及淨值,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,餘絀總額,"1,957,533",負債及淨值,112學年度,前一年度,113年7月31日
N05漢翔_113學年度財務報告.pdf,5,負債及餘絀總計,"$ 19,443,325",負債及淨值,113學年度,本年度,114年7月31日
N05漢翔_113學年度財務報告.pdf,5,負債及餘絀總計,"$ 14,672,741",負債及淨值,112學年度,前一年度,113年7月31日
