檔案名稱,頁碼,報告學年度,科目,金額,原始年度標示
N05漢翔_110學年度財務報告.pdf,7,109學年度,教保費收入,"9,030,766",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,教保費收入減項,"(542,703)",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,延後托育收入淨額,"408,450",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,利息收入,"2,470",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,其他收入,"1,093,143",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,收入合計,"9,992,126",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,人事費,"5,793,497",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,業務費,"331,216",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,材料費,"700,530",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,維護費,"84,294",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,修繕購置費,"115,271",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,雜支,"24,935",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,行政管理費,"112,681",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,業務發展費,"1,718,000",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,延後托育支出,"357,729",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,其他支出,"1,093,143",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,支出合計,"10,331,296",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,本期稅前餘絀,"(339,170)",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,所得稅費用,"13,008",109
N05漢翔_110學年度財務報告.pdf,7,109學年度,本期稅後餘絀,"$(352,178)",109
