檔案名稱,項目,112學年度預算數,112學年度決算數,112學年度決算與預算差異,112學年度執行率,111學年度預算數,111學年度決算數,111學年度決算與預算差異,111學年度執行率
N03龍埔成長_112學年度財務報告.pdf,收入,"$10,429,560","$14,144,106","$3,714,546",136,"$10,429,560","$12,215,954","$1,786,394",117
N03龍埔成長_112學年度財務報告.pdf,教保費收入淨額,"10,429,560","10,020,087","(409,473)",96,"10,429,560","9,991,038","(438,522)",96
N03龍埔成長_112學年度財務報告.pdf,教保費收入,"10,429,560","10,090,612","(338,948)",97,"10,429,560","10,081,365","(348,195)",97
N03龍埔成長_112學年度財務報告.pdf,教保費收入（家長繳費）,"2,160,000","1,225,476","(934,524)",57,"2,160,000","1,423,575","(736,425)",66
N03龍埔成長_112學年度財務報告.pdf,教保費收入（政府學費差額補助）,"8,269,560","8,865,136","595,576",107,"8,269,560","8,657,790","388,230",105
N03龍埔成長_112學年度財務報告.pdf,教保費收入減項,-,"(70,525)","(70,525)",,-,"(90,327)","(90,327)",
N03龍埔成長_112學年度財務報告.pdf,五日未上課退費,-,"(57,022)","(57,022)",,-,"(71,202)","(71,202)",
N03龍埔成長_112學年度財務報告.pdf,轉學/轉出退費,-,"(2,000)","(2,000)",,-,"(4,455)","(4,455)",
N03龍埔成長_112學年度財務報告.pdf,政府學費差額補助退費,-,"(11,503)","(11,503)",,-,"(14,670)","(14,670)",
N03龍埔成長_112學年度財務報告.pdf,延長照顧服務收入淨額,-,"345,159","345,159",,-,"342,390","342,390",
N03龍埔成長_112學年度財務報告.pdf,延長照顧服務收入淨額,-,"345,159","345,159",,-,"342,390","342,390",
N03龍埔成長_112學年度財務報告.pdf,延長照顧服務收入,-,"370,620","370,620",,-,"348,990","348,990",
N03龍埔成長_112學年度財務報告.pdf,延長照顧服務收入退費,-,"(25,461)","(25,461)",,-,"(6,600)","(6,600)",
N03龍埔成長_112學年度財務報告.pdf,利息收入,-,"57,597","57,597",,-,"29,028","29,028",
N03龍埔成長_112學年度財務報告.pdf,其他收入,-,"3,721,263","3,721,263",,-,"1,853,498","1,853,498",
N03龍埔成長_112學年度財務報告.pdf,支出,"10,698,903","13,893,372","3,194,469",130,"10,523,012","11,864,854","1,341,842",113
N03龍埔成長_112學年度財務報告.pdf,人事費,"8,339,301","5,280,926","(3,058,375)",63,"8,163,410","6,737,493","(1,425,917)",83
N03龍埔成長_112學年度財務報告.pdf,園長及教保服務人員薪資（含職務加給）,"4,651,239","3,044,573","(1,606,666)",65,"4,546,951","3,755,052","(791,899)",83
N03龍埔成長_112學年度財務報告.pdf,學前特教師、社工人員、護理人員薪資,"565,313","250,029","(315,284)",44,"551,408","546,686","(4,722)",99
N03龍埔成長_112學年度財務報告.pdf,會計、總務、廚工、清潔薪資,"1,228,676","830,268","(398,408)",68,"1,207,819","1,146,827","(60,992)",95
N03龍埔成長_112學年度財務報告.pdf,加班費,"639,840","276,835","(363,005)",43,"625,920","206,210","(419,710)",33
N03龍埔成長_112學年度財務報告.pdf,勞、健保費,"723,357","552,865","(170,492)",76,"706,610","646,035","(60,575)",91
N03龍埔成長_112學年度財務報告.pdf,保險費,"12,000","12,069",69,101,"12,000","11,153",(847),93
N03龍埔成長_112學年度財務報告.pdf,勞退金提撥,"352,800","233,216","(119,584)",67,"343,656","307,703","(35,953)",90
N03龍埔成長_112學年度財務報告.pdf,自強活動,"12,000","12,000",-,100,"12,000","12,000",-,100
N03龍埔成長_112學年度財務報告.pdf,健康檢查,"4,000","3,630",(370),91,"8,000","4,900","(3,100)",61
N03龍埔成長_112學年度財務報告.pdf,代課費及代班費,"102,334","17,699","(84,635)",17,"102,334","54,215","(48,119)",53
N03龍埔成長_112學年度財務報告.pdf,資遣費,"47,742","47,742",-,100,"46,712","46,712",-,100
N03龍埔成長_112學年度財務報告.pdf,業務費,"562,700","480,975","(81,725)",85,"562,700","419,663","(143,037)",75
N03龍埔成長_112學年度財務報告.pdf,活動費,"95,000","91,946","(3,054)",97,"95,000","93,741","(1,259)",99
N03龍埔成長_112學年度財務報告.pdf,研習、進修,"24,000","24,000",-,100,"24,000","22,700","(1,300)",95
N03龍埔成長_112學年度財務報告.pdf,水費,"26,000","25,726",(274),99,"26,000","23,178","(2,822)",89
N03龍埔成長_112學年度財務報告.pdf,電費,"90,000","89,534",(466),99,"90,000","59,969","(30,031)",67
N03龍埔成長_112學年度財務報告.pdf,瓦斯費,"32,000","18,676","(13,324)",58,"32,000","17,300","(14,700)",54
N03龍埔成長_112學年度財務報告.pdf,保全,"60,000","60,000",-,100,"60,000","60,000",-,100
N03龍埔成長_112學年度財務報告.pdf,辦公文具,"18,000","11,142","(6,858)",62,"18,000","9,685","(8,315)",54
N03龍埔成長_112學年度財務報告.pdf,事務機器耗材,"60,000","58,800","(1,200)",98,"60,000","45,675","(14,325)",76
N03龍埔成長_112學年度財務報告.pdf,電話費（含ADSL）,"45,000","34,814","(10,186)",77,"45,000","28,310","(16,690)",63
N03龍埔成長_112學年度財務報告.pdf,郵資,"7,200","3,023","(4,177)",42,"7,200","3,698","(3,502)",51
N03龍埔成長_112學年度財務報告.pdf,文宣費（一般文宣）,"10,000","2,195","(7,805)",22,"10,000","2,450","(7,550)",25
N03龍埔成長_112學年度財務報告.pdf,文宣費（園刊）,"27,500","17,790","(9,710)",65,"27,500","11,770","(15,730)",43
N03龍埔成長_112學年度財務報告.pdf,攝影照片,"9,000","4,993","(4,007)",55,"9,000","2,190","(6,810)",24
N03龍埔成長_112學年度財務報告.pdf,園務特支,"39,000","38,336",(664),98,"39,000","38,997",(3),100
N03龍埔成長_112學年度財務報告.pdf,差旅費,"20,000",-,"(20,000)",-,"20,000",-,"(20,000)",-
N03龍埔成長_112學年度財務報告.pdf,材料費,"1,401,300","1,350,447","(50,853)",96,"1,401,300","1,198,211","(203,089)",86
N03龍埔成長_112學年度財務報告.pdf,教保材料費,"216,000","168,656","(47,344)",78,"216,000","116,891","(99,109)",54
N03龍埔成長_112學年度財務報告.pdf,日常消耗用品,"54,000","57,773","3,773",107,"54,000","46,841","(7,159)",87
N03龍埔成長_112學年度財務報告.pdf,藥品費,"6,300","6,381",81,101,"6,300","5,628",(672),89
N03龍埔成長_112學年度財務報告.pdf,餐點費,"1,125,000","1,117,637","(7,363)",99,"1,125,000","1,028,851","(96,149)",91
N03龍埔成長_112學年度財務報告.pdf,維護費,"118,000","105,827","(12,173)",90,"118,000","104,079","(13,921)",88
N03龍埔成長_112學年度財務報告.pdf,修繕費,"85,000","77,883","(7,117)",92,"85,000","76,343","(8,657)",90
N03龍埔成長_112學年度財務報告.pdf,園舍消毒、清潔,"25,000","25,000",-,100,"25,000","25,000",-,100
N03龍埔成長_112學年度財務報告.pdf,火險,"8,000","2,944","(5,056)",37,"8,000","2,736","(5,264)",34
N03龍埔成長_112學年度財務報告.pdf,修繕購置費,"126,000","105,781","(20,219)",84,"126,000","125,945",(55),100
N03龍埔成長_112學年度財務報告.pdf,雜支,"33,762","5,992","(27,770)",18,"33,762","15,014","(18,748)",44
N03龍埔成長_112學年度財務報告.pdf,行政管理費,"117,840","117,840",-,100,"117,840","117,840",-,100
N03龍埔成長_112學年度財務報告.pdf,業務發展費,-,"2,393,000","2,393,000",-,"1,000,000","1,000,000",-,-
N03龍埔成長_112學年度財務報告.pdf,延長照顧服務支出,-,"331,321","331,321",-,-,"293,111","293,111",-
N03龍埔成長_112學年度財務報告.pdf,其他支出,-,"3,721,263","3,721,263",-,-,"1,853,498","1,853,498",-
N03龍埔成長_112學年度財務報告.pdf,本期稅前餘結,"(269,343)","250,734","520,077",(93),"(93,452)","351,100","444,552",(376)
N03龍埔成長_112學年度財務報告.pdf,所得稅費用,-,-,-,-,-,-,-,-
N03龍埔成長_112學年度財務報告.pdf,本期稅後餘結,"$(269,343)","$250,734","$520,077",(93),"$(93,452)","$351,100","$444,552",(376)
